Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Gene names  (ordered locus )	Gene names  (ORF )	Gene names  (primary )	Gene names  (synonym )	Annotation	Gene ontology (biological process)	Gene ontology (cellular component)	Gene ontology (molecular function)	Gene ontology IDs	Gene ontology (GO)	Cross-reference (EMBL)	EnsemblBacteria transcript	Ensembl transcript	Cross-reference (RefSeq)
P9WGX1	RSME_MYCTU	reviewed	Ribosomal RNA small subunit methyltransferase E (EC 2.1.1.193) (16S rRNA m3U1498 methyltransferase)	rsmE Rv2372c MTCY27.08	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	262	Rv2372c	MTCY27.08	rsmE		2 out of 5	rRNA base methylation [GO:0070475]	cytoplasm [GO:0005737]	rRNA (uridine-N3-)-methyltransferase activity [GO:0070042]	GO:0005737; GO:0070042; GO:0070475	cytoplasm [GO:0005737]; rRNA (uridine-N3-)-methyltransferase activity [GO:0070042]; rRNA base methylation [GO:0070475]	AL123456;			NP_216888.1;WP_003900509.1;
P9WGN9	SECF_MYCTU	reviewed	Protein translocase subunit SecF	secF Rv2586c MTCY227.15	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	442	Rv2586c	MTCY227.15	secF		3 out of 5	intracellular protein transmembrane transport [GO:0065002]; protein targeting [GO:0006605]; protein transport [GO:0015031]; protein transport by the Sec complex [GO:0043952]; symbiont defense to host-produced reactive oxygen species [GO:0052164]	cell wall [GO:0005618]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]	P-P-bond-hydrolysis-driven protein transmembrane transporter activity [GO:0015450]	GO:0005618; GO:0005886; GO:0005887; GO:0006605; GO:0015031; GO:0015450; GO:0043952; GO:0052164; GO:0065002	cell wall [GO:0005618]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; P-P-bond-hydrolysis-driven protein transmembrane transporter activity [GO:0015450]; intracellular protein transmembrane transport [GO:0065002]; protein targeting [GO:0006605]; protein transport [GO:0015031]; protein transport by the Sec complex [GO:0043952]; symbiont defense to host-produced reactive oxygen species [GO:0052164]	AL123456;			NP_217102.1;WP_003899387.1;
P9WM91	Y036_MYCTU	reviewed	Uncharacterized protein Rv0036c	Rv0036c MTCY10H4.36c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	257	Rv0036c	MTCY10H4.36c			1 out of 5		cell wall [GO:0005618]; plasma membrane [GO:0005886]	metal ion binding [GO:0046872]	GO:0005618; GO:0005886; GO:0046872	cell wall [GO:0005618]; plasma membrane [GO:0005886]; metal ion binding [GO:0046872]	AL123456;			NP_214550.1;WP_003400427.1;
P9WM77	Y057_MYCTU	reviewed	Uncharacterized protein Rv0057	Rv0057 MTCY21D4.20	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	173	Rv0057	MTCY21D4.20			1 out of 5						AL123456;			NP_214571.1;WP_003900797.1;
P9WIF3	PG34_MYCTU	reviewed	Uncharacterized PE-PGRS family protein PE_PGRS34	PE_PGRS34 Rv1840c MTCY1A11.04 MTCY359.33	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	515	Rv1840c	MTCY1A11.04 MTCY359.33	PE_PGRS34		2 out of 5		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]		GO:0005886; GO:0016021	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	AL123456;			WP_003904712.1;YP_177847.1;
P9WIM9	PR28_MYCTU	reviewed	Proline-rich 28 kDa antigen	mtc28 Rv0040c MTCY21D4.03c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	310	Rv0040c	MTCY21D4.03c	mtc28		2 out of 5		extracellular region [GO:0005576]		GO:0005576	extracellular region [GO:0005576]	U75271;AL123456;			NP_214554.2;WP_003900793.1;
P9WGY3	RRAAH_MYCTU	reviewed	Putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase (HMG aldolase) (EC 4.1.3.17) (Oxaloacetate decarboxylase) (OAA decarboxylase) (EC 4.1.1.112) (Regulator of ribonuclease activity homolog) (RraA-like protein)	rraA Rv3853 MTCY01A6.15c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	157	Rv3853	MTCY01A6.15c	rraA		4 out of 5	regulation of RNA metabolic process [GO:0051252]		4-hydroxy-4-methyl-2-oxoglutarate aldolase activity [GO:0047443]; metal ion binding [GO:0046872]; oxaloacetate decarboxylase activity [GO:0008948]; ribonuclease inhibitor activity [GO:0008428]	GO:0008428; GO:0008948; GO:0046872; GO:0047443; GO:0051252	4-hydroxy-4-methyl-2-oxoglutarate aldolase activity [GO:0047443]; metal ion binding [GO:0046872]; oxaloacetate decarboxylase activity [GO:0008948]; ribonuclease inhibitor activity [GO:0008428]; regulation of RNA metabolic process [GO:0051252]	AL123456;			NP_218370.1;WP_003399786.1;
P9WH49	RS181_MYCTU	reviewed	30S ribosomal protein S18 1	rpsR1 rpsR Rv0055 MTCY21D4.18	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	84	Rv0055	MTCY21D4.18	rpsR1	rpsR	2 out of 5	translation [GO:0006412]	cytosolic small ribosomal subunit [GO:0022627]	small ribosomal subunit rRNA binding [GO:0070181]; structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0006412; GO:0022627; GO:0070181	cytosolic small ribosomal subunit [GO:0022627]; small ribosomal subunit rRNA binding [GO:0070181]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	AL123456;			WP_003400540.1;YP_177688.1;
P9WPW5	SCOA_MYCTU	reviewed	Probable succinyl-CoA:3-ketoacid coenzyme A transferase subunit A (EC 2.8.3.5) (Succinyl-CoA:3-oxoacid CoA-transferase) (OXCT A)	scoA Rv2504c MTCY07A7.10c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	248	Rv2504c	MTCY07A7.10c	scoA		2 out of 5			3-oxoacid CoA-transferase activity [GO:0008260]; acetate CoA-transferase activity [GO:0008775]; CoA-transferase activity [GO:0008410]	GO:0008260; GO:0008410; GO:0008775	3-oxoacid CoA-transferase activity [GO:0008260]; acetate CoA-transferase activity [GO:0008775]; CoA-transferase activity [GO:0008410]	AL123456;			NP_217020.1;WP_003412786.1;
L0TCG5	SIGJ_MYCTU	reviewed	ECF RNA polymerase sigma factor SigJ (ECF sigma factor SigJ) (Alternative RNA polymerase sigma factor SigJ) (RNA polymerase sigma-J factor) (Sigma-J factor)	sigJ Rv3328c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	312	Rv3328c		sigJ		4 out of 5	DNA-templated transcription, initiation [GO:0006352]; response to hydrogen peroxide [GO:0042542]		DNA binding [GO:0003677]; sigma factor activity [GO:0016987]	GO:0003677; GO:0006352; GO:0016987; GO:0042542	DNA binding [GO:0003677]; sigma factor activity [GO:0016987]; DNA-templated transcription, initiation [GO:0006352]; response to hydrogen peroxide [GO:0042542]	AL123456;			NP_217845.1;WP_009935306.1;
P9WI65	PKNK_MYCTU	reviewed	Serine/threonine-protein kinase PknK (EC 2.7.11.1) (Protein kinase K)	pknK Rv3080c MTCY22D7.01 MTV013.01c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	1110	Rv3080c	MTCY22D7.01 MTV013.01c	pknK		5 out of 5	pathogenesis [GO:0009405]; protein autophosphorylation [GO:0046777]; regulation of DNA-binding transcription factor activity [GO:0051090]	cell wall [GO:0005618]; cytosol [GO:0005829]; extracellular region [GO:0005576]; plasma membrane [GO:0005886]	ATP binding [GO:0005524]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]; protein serine kinase activity [GO:0106310]; protein threonine kinase activity [GO:0106311]	GO:0004672; GO:0004674; GO:0005524; GO:0005576; GO:0005618; GO:0005829; GO:0005886; GO:0009405; GO:0042802; GO:0046777; GO:0046872; GO:0051090; GO:0106310; GO:0106311	cell wall [GO:0005618]; cytosol [GO:0005829]; extracellular region [GO:0005576]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; protein kinase activity [GO:0004672]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein threonine kinase activity [GO:0106311]; pathogenesis [GO:0009405]; protein autophosphorylation [GO:0046777]; regulation of DNA-binding transcription factor activity [GO:0051090]	AL123456;			NP_217596.1;WP_003899905.1;
P9WP01	PUNA_MYCTU	reviewed	Purine nucleoside phosphorylase (PNP) (Pu-NPase) (EC 2.4.2.1) (Inosine phosphorylase) (Inosine-guanosine phosphorylase)	punA deoD Rv3307 MTV016.06	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	268	Rv3307	MTV016.06	punA	deoD	4 out of 5	deoxyguanosine catabolic process [GO:0006161]	cytoplasm [GO:0005737]	purine-nucleoside phosphorylase activity [GO:0004731]	GO:0004731; GO:0005737; GO:0006161	cytoplasm [GO:0005737]; purine-nucleoside phosphorylase activity [GO:0004731]; deoxyguanosine catabolic process [GO:0006161]	AL123456;			NP_217824.1;WP_003417233.1;
L7N697	PE16_MYCTU	reviewed	Esterase PE16 (EC 3.1.1.-) (PE family protein PE16)	PE16 Rv1430	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	528	Rv1430		PE16		4 out of 5		integral component of membrane [GO:0016021]	carboxylic ester hydrolase activity [GO:0052689]	GO:0016021; GO:0052689	integral component of membrane [GO:0016021]; carboxylic ester hydrolase activity [GO:0052689]	AL123456;			WP_003407378.1;YP_177810.1;
P9WGG9	RPSD_MYCTU	reviewed	ECF RNA polymerase sigma factor SigD (ECF sigma factor SigD) (Alternative RNA polymerase sigma factor SigD) (RNA polymerase sigma-D factor) (Sigma-D factor)	sigD Rv3414c MTCY78.15	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	212	Rv3414c	MTCY78.15	sigD		5 out of 5	DNA-templated transcription, initiation [GO:0006352]; pathogenesis [GO:0009405]; response to heat [GO:0009408]		DNA binding [GO:0003677]; sigma factor activity [GO:0016987]	GO:0003677; GO:0006352; GO:0009405; GO:0009408; GO:0016987	DNA binding [GO:0003677]; sigma factor activity [GO:0016987]; DNA-templated transcription, initiation [GO:0006352]; pathogenesis [GO:0009405]; response to heat [GO:0009408]	AL123456;			NP_217931.1;WP_003418013.1;
P9WH07	RSMA_MYCTU	reviewed	Ribosomal RNA small subunit methyltransferase A (EC 2.1.1.182) (16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase) (16S rRNA dimethyladenosine transferase) (16S rRNA dimethylase) (S-adenosylmethionine-6-N', N'-adenosyl(rRNA) dimethyltransferase)	ksgA rsmA Rv1010 MTCI237.27	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	317	Rv1010	MTCI237.27	ksgA	rsmA	3 out of 5	rRNA methylation [GO:0031167]	cytosol [GO:0005829]	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase activity [GO:0052908]; RNA binding [GO:0003723]; rRNA (adenine-N6,N6-)-dimethyltransferase activity [GO:0000179]	GO:0000179; GO:0003723; GO:0005829; GO:0031167; GO:0052908	cytosol [GO:0005829]; 16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase activity [GO:0052908]; RNA binding [GO:0003723]; rRNA (adenine-N6,N6-)-dimethyltransferase activity [GO:0000179]; rRNA methylation [GO:0031167]	AL123456;			NP_215526.1;WP_003405191.1;
P9WFU1	SYFB_MYCTU	reviewed	Phenylalanine--tRNA ligase beta subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase beta subunit) (PheRS)	pheT Rv1650 MTCY06H11.15	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	831	Rv1650	MTCY06H11.15	pheT		3 out of 5	phenylalanyl-tRNA aminoacylation [GO:0006432]	cell wall [GO:0005618]; phenylalanine-tRNA ligase complex [GO:0009328]; plasma membrane [GO:0005886]	ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; phenylalanine-tRNA ligase activity [GO:0004826]; tRNA binding [GO:0000049]	GO:0000049; GO:0000287; GO:0004826; GO:0005524; GO:0005618; GO:0005886; GO:0006432; GO:0009328	cell wall [GO:0005618]; phenylalanine-tRNA ligase complex [GO:0009328]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; phenylalanine-tRNA ligase activity [GO:0004826]; tRNA binding [GO:0000049]; phenylalanyl-tRNA aminoacylation [GO:0006432]	AL123456;			NP_216166.1;WP_003901220.1;
P9WFA5	VPC11_MYCTU	reviewed	Ribonuclease VapC11 (RNase VapC11) (EC 3.1.-.-) (Toxin VapC11)	vapC11 Rv1561 MTCY48.04c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	134	Rv1561	MTCY48.04c	vapC11		3 out of 5	negative regulation of growth [GO:0045926]; negative regulation of translation [GO:0017148]; response to host [GO:0075136]		magnesium ion binding [GO:0000287]; ribonuclease activity [GO:0004540]	GO:0000287; GO:0004540; GO:0017148; GO:0045926; GO:0075136	magnesium ion binding [GO:0000287]; ribonuclease activity [GO:0004540]; negative regulation of growth [GO:0045926]; negative regulation of translation [GO:0017148]; response to host [GO:0075136]	AL123456;			NP_216077.1;WP_003407786.1;
P9WJ47	VPB18_MYCTU	reviewed	Putative antitoxin VapB18	vapB18 Rv2545	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	92	Rv2545		vapB18		1 out of 5						AL123456;			NP_217061.1;WP_003901422.1;
O53501	VPC37_MYCTU	reviewed	Ribonuclease VapC37 (RNase VapC37) (EC 3.1.-.-) (Toxin VapC37)	vapC37 Rv2103c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	144	Rv2103c		vapC37		3 out of 5		extracellular region [GO:0005576]	magnesium ion binding [GO:0000287]; ribonuclease activity [GO:0004540]	GO:0000287; GO:0004540; GO:0005576	extracellular region [GO:0005576]; magnesium ion binding [GO:0000287]; ribonuclease activity [GO:0004540]	AL123456;			NP_216619.1;WP_003410811.1;
O53465	VPC45_MYCTU	reviewed	Putative ribonuclease VapC45 (RNase VapC45) (EC 3.1.-.-) (Toxin VapC45)	vapC45 Rv2019 RVBD_2019 LH57_11000 P425_02090	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	138	Rv2019 RVBD_2019	LH57_11000 P425_02090	vapC45		1 out of 5			nuclease activity [GO:0004518]	GO:0004518	nuclease activity [GO:0004518]	AL123456;CP003248;CP009480;JLDD01000023;			NP_216535.1;WP_003410114.1;
P95006	VPB19_MYCTU	reviewed	Putative antitoxin VapB19	vapB19 Rv2547	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	85	Rv2547		vapB19		2 out of 5	positive regulation of growth [GO:0045927]; regulation of transcription, DNA-templated [GO:0006355]			GO:0006355; GO:0045927	positive regulation of growth [GO:0045927]; regulation of transcription, DNA-templated [GO:0006355]	AL123456;			NP_217063.1;WP_003413167.1;
P9WF57	VPC42_MYCTU	reviewed	Ribonuclease VapC42 (RNase VapC42) (EC 3.1.-.-) (Toxin VapC42)	vapC42 Rv2759c MTV002.24c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	131	Rv2759c	MTV002.24c	vapC42		2 out of 5			magnesium ion binding [GO:0000287]; ribonuclease activity [GO:0004540]	GO:0000287; GO:0004540	magnesium ion binding [GO:0000287]; ribonuclease activity [GO:0004540]	AL123456;			NP_217275.1;WP_003414064.1;
P9WH23	QCRA_MYCTU	reviewed	Cytochrome bc1 complex Rieske iron-sulfur subunit (Cytochrome bc1 reductase complex subunit QcrA) (Rieske iron-sulfur protein) (Ubiquinol--cytochrome c reductase iron-sulfur subunit)	qcrA Rv2195 MTCY190.06	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	429	Rv2195	MTCY190.06	qcrA		3 out of 5		cell wall [GO:0005618]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; respirasome [GO:0070469]	2 iron, 2 sulfur cluster binding [GO:0051537]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]	GO:0005618; GO:0005886; GO:0005887; GO:0016491; GO:0046872; GO:0051537; GO:0070469	cell wall [GO:0005618]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; respirasome [GO:0070469]; 2 iron, 2 sulfur cluster binding [GO:0051537]; metal ion binding [GO:0046872]; oxidoreductase activity [GO:0016491]	AL123456;			NP_216711.1;WP_003411396.1;
P9WHM1	PURE_MYCTU	reviewed	N5-carboxyaminoimidazole ribonucleotide mutase (N5-CAIR mutase) (EC 5.4.99.18) (5-(carboxyamino)imidazole ribonucleotide mutase)	purE Rv3275c MTCY71.15c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	174	Rv3275c	MTCY71.15c	purE		2 out of 5	'de novo' IMP biosynthetic process [GO:0006189]		5-(carboxyamino)imidazole ribonucleotide mutase activity [GO:0034023]	GO:0006189; GO:0034023	5-(carboxyamino)imidazole ribonucleotide mutase activity [GO:0034023]; 'de novo' IMP biosynthetic process [GO:0006189]	AL123456;			NP_217792.1;WP_003899997.1;
P9WMI1	RAMB_MYCTU	reviewed	HTH-type transcriptional regulator RamB (icl1 and ramB operon repressor protein)	ramB Rv0465c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	474	Rv0465c		ramB		4 out of 5	regulation of transcription, DNA-templated [GO:0006355]; response to hypoxia [GO:0001666]	plasma membrane [GO:0005886]	DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]	GO:0001666; GO:0003677; GO:0003700; GO:0005886; GO:0006355	plasma membrane [GO:0005886]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; regulation of transcription, DNA-templated [GO:0006355]; response to hypoxia [GO:0001666]	AL123456;			NP_214979.1;WP_003898467.1;
P9WH95	RL332_MYCTU	reviewed	50S ribosomal protein L33 2	rpmG2 Rv0634B MTCY20H10.15A	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	55	Rv0634B	MTCY20H10.15A	rpmG2		2 out of 5	translation [GO:0006412]	ribosome [GO:0005840]	structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0005840; GO:0006412	ribosome [GO:0005840]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	AL123456;			WP_003898538.1;YP_177630.1;
P9WFU3	SYFA_MYCTU	reviewed	Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS)	pheS Rv1649 MTCY06H11.14	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	341	Rv1649	MTCY06H11.14	pheS		3 out of 5	phenylalanyl-tRNA aminoacylation [GO:0006432]	cytoplasm [GO:0005737]; plasma membrane [GO:0005886]	ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; phenylalanine-tRNA ligase activity [GO:0004826]; tRNA binding [GO:0000049]	GO:0000049; GO:0000287; GO:0004826; GO:0005524; GO:0005737; GO:0005886; GO:0006432	cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; phenylalanine-tRNA ligase activity [GO:0004826]; tRNA binding [GO:0000049]; phenylalanyl-tRNA aminoacylation [GO:0006432]	AL123456;			NP_216165.3;WP_003906646.1;
P9WG75	THIE_MYCTU	reviewed	Thiamine-phosphate synthase (TP synthase) (TPS) (EC 2.5.1.3) (Thiamine-phosphate pyrophosphorylase) (TMP pyrophosphorylase) (TMP-PPase)	thiE Rv0414c MTCY22G10.11c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	222	Rv0414c	MTCY22G10.11c	thiE		5 out of 5	thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229]	cytoplasm [GO:0005737]	magnesium ion binding [GO:0000287]; thiamine-phosphate diphosphorylase activity [GO:0004789]	GO:0000287; GO:0004789; GO:0005737; GO:0009228; GO:0009229	cytoplasm [GO:0005737]; magnesium ion binding [GO:0000287]; thiamine-phosphate diphosphorylase activity [GO:0004789]; thiamine biosynthetic process [GO:0009228]; thiamine diphosphate biosynthetic process [GO:0009229]	AL123456;			NP_214928.1;WP_003402115.1;
P9WFR9	TYSY_MYCTU	reviewed	Thymidylate synthase ThyA (TS) (TSase) (EC 2.1.1.45)	thyA Rv2764c MTV002.29c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	263	Rv2764c	MTV002.29c	thyA		5 out of 5	dTMP biosynthetic process [GO:0006231]; dTTP biosynthetic process [GO:0006235]; dUMP catabolic process [GO:0046079]; methylation [GO:0032259]; response to antibiotic [GO:0046677]	cytosol [GO:0005829]	thymidylate synthase activity [GO:0004799]	GO:0004799; GO:0005829; GO:0006231; GO:0006235; GO:0032259; GO:0046079; GO:0046677	cytosol [GO:0005829]; thymidylate synthase activity [GO:0004799]; dTMP biosynthetic process [GO:0006231]; dTTP biosynthetic process [GO:0006235]; dUMP catabolic process [GO:0046079]; methylation [GO:0032259]; response to antibiotic [GO:0046677]	AL123456;			NP_217280.1;WP_003414075.1;
P9WHL3	PYRC_MYCTU	reviewed	Dihydroorotase (DHOase) (EC 3.5.2.3)	pyrC Rv1381 MTCY02B12.15	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	430	Rv1381	MTCY02B12.15	pyrC		3 out of 5	'de novo' UMP biosynthetic process [GO:0044205]		dihydroorotase activity [GO:0004151]; zinc ion binding [GO:0008270]	GO:0004151; GO:0008270; GO:0044205	dihydroorotase activity [GO:0004151]; zinc ion binding [GO:0008270]; 'de novo' UMP biosynthetic process [GO:0044205]	AL123456;			NP_215897.1;WP_003407204.1;
P9WGH1	RPSC_MYCTU	reviewed	ECF RNA polymerase sigma factor SigC (ECF sigma factor SigC) (Alternative RNA polymerase sigma factor SigC) (RNA polymerase sigma-C factor) (Sigma-C factor)	sigC Rv2069 MTCY49.08	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	185	Rv2069	MTCY49.08	sigC		5 out of 5	DNA-templated transcription, initiation [GO:0006352]; pathogenesis [GO:0009405]; regulation of transcription, DNA-templated [GO:0006355]; response to heat [GO:0009408]; response to hypoxia [GO:0001666]; response to water [GO:0009415]; response to xenobiotic stimulus [GO:0009410]		DNA binding [GO:0003677]; sigma factor activity [GO:0016987]	GO:0001666; GO:0003677; GO:0006352; GO:0006355; GO:0009405; GO:0009408; GO:0009410; GO:0009415; GO:0016987	DNA binding [GO:0003677]; sigma factor activity [GO:0016987]; DNA-templated transcription, initiation [GO:0006352]; pathogenesis [GO:0009405]; regulation of transcription, DNA-templated [GO:0006355]; response to heat [GO:0009408]; response to hypoxia [GO:0001666]; response to water [GO:0009415]; response to xenobiotic stimulus [GO:0009410]	AL123456;			NP_216585.1;WP_003410678.1;
P9WI63	PKNL_MYCTU	reviewed	Serine/threonine-protein kinase PknL (EC 2.7.11.1)	pknL Rv2176 MTV021.09	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	399	Rv2176	MTV021.09	pknL		5 out of 5	negative regulation of fatty acid biosynthetic process [GO:0045717]; peptidyl-threonine phosphorylation [GO:0018107]; protein autophosphorylation [GO:0046777]	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; protein serine/threonine kinase activity [GO:0004674]; protein serine kinase activity [GO:0106310]; protein threonine kinase activity [GO:0106311]	GO:0004672; GO:0004674; GO:0005524; GO:0005886; GO:0016021; GO:0018107; GO:0045717; GO:0046777; GO:0106310; GO:0106311	integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; protein kinase activity [GO:0004672]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; protein threonine kinase activity [GO:0106311]; negative regulation of fatty acid biosynthetic process [GO:0045717]; peptidyl-threonine phosphorylation [GO:0018107]; protein autophosphorylation [GO:0046777]	AL123456;			NP_216692.1;WP_003899202.1;
P9WG09	PSTA2_MYCTU	reviewed	Phosphate transport system permease protein PstA 2	pstA2 Rv0936 MTCY08D9.03c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	301	Rv0936	MTCY08D9.03c	pstA2		2 out of 5	phosphate ion transmembrane transport [GO:0035435]	integral component of plasma membrane [GO:0005887]	inorganic phosphate transmembrane transporter activity [GO:0005315]	GO:0005315; GO:0005887; GO:0035435	integral component of plasma membrane [GO:0005887]; inorganic phosphate transmembrane transporter activity [GO:0005315]; phosphate ion transmembrane transport [GO:0035435]	Z68202;AL123456;			NP_215451.1;WP_003404794.1;
P9WHM3	PURU_MYCTU	reviewed	Formyltetrahydrofolate deformylase (EC 3.5.1.10) (Formyl-FH(4) hydrolase)	purU Rv2964 MTCY349.23c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	310	Rv2964	MTCY349.23c	purU		3 out of 5	'de novo' IMP biosynthetic process [GO:0006189]; one-carbon metabolic process [GO:0006730]		formyltetrahydrofolate deformylase activity [GO:0008864]; hydroxymethyl-, formyl- and related transferase activity [GO:0016742]	GO:0006189; GO:0006730; GO:0008864; GO:0016742	formyltetrahydrofolate deformylase activity [GO:0008864]; hydroxymethyl-, formyl- and related transferase activity [GO:0016742]; 'de novo' IMP biosynthetic process [GO:0006189]; one-carbon metabolic process [GO:0006730]	U00024;AL123456;			NP_217480.1;WP_003899559.1;
P9WHL9	PURK_MYCTU	reviewed	N5-carboxyaminoimidazole ribonucleotide synthase (N5-CAIR synthase) (EC 6.3.4.18) (5-(carboxyamino)imidazole ribonucleotide synthetase)	purK Rv3276c MTCY71.16c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	429	Rv3276c	MTCY71.16c	purK		3 out of 5	'de novo' IMP biosynthetic process [GO:0006189]	cytosol [GO:0005829]; plasma membrane [GO:0005886]	5-(carboxyamino)imidazole ribonucleotide synthase activity [GO:0034028]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; phosphoribosylaminoimidazole carboxylase activity [GO:0004638]	GO:0004638; GO:0005524; GO:0005829; GO:0005886; GO:0006189; GO:0034028; GO:0046872	cytosol [GO:0005829]; plasma membrane [GO:0005886]; 5-(carboxyamino)imidazole ribonucleotide synthase activity [GO:0034028]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; phosphoribosylaminoimidazole carboxylase activity [GO:0004638]; 'de novo' IMP biosynthetic process [GO:0006189]	AL123456;			NP_217793.1;WP_003417126.1;
P9WHU5	RIPB_MYCTU	reviewed	Peptidoglycan endopeptidase RipB (EC 3.4.-.-) (Macrophage invasion and intracellular persistence protein B) (Resuscitation-promoting factor interaction partner B) (Rpf-interacting protein B)	ripB Rv1478	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	241	Rv1478		ripB		4 out of 5	cell wall organization [GO:0071555]	cell wall [GO:0005618]	cysteine-type peptidase activity [GO:0008234]	GO:0005618; GO:0008234; GO:0071555	cell wall [GO:0005618]; cysteine-type peptidase activity [GO:0008234]; cell wall organization [GO:0071555]	AL123456;			NP_215994.1;WP_003407525.1;
P9WHR1	RIP3_MYCTU	reviewed	Putative zinc metalloprotease Rip3	rip3 Rv2625c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	393	Rv2625c		rip3		3 out of 5		cell wall [GO:0005618]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]	metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]	GO:0004222; GO:0005618; GO:0005886; GO:0005887; GO:0046872	cell wall [GO:0005618]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222]	AL123456;			NP_217141.1;WP_003899401.1;
