uniprot_id	protein	gene	refseq	wt_tpm.txt	gapR_dep_tpm.txt	logTPM_wt	logTPM_gapR_depleted
A0A0H3CD80	CpxP-related protein	NA	WP_010920590.1;YP_002518208.1;	24.073	38.5235	4.589344037922308	5.267666878111738
A0A0H3CAU7	Histidine kinase (EC 2.7.13.3)	NA	WP_010920596.1;YP_002518215.1;	64.6234	186.972	6.013984751310822	7.546678425204718
A0A0H3C6E6	Glycosyltransferase (EC 2.4.1.-)	NA	WP_010918898.1;YP_002516439.1;	111.348	74.7614	6.79893183486949	6.224221680478536
A0A0H3C3U6	Uncharacterized protein	NA	WP_024265557.1;YP_002515857.2;	82.8387	163.649	6.372233008196278	7.3544609763954165
A0A0H3C4K4	TetR family transcriptional regulator	NA	WP_010918618.1;YP_002516142.1;	227.844	169.635	7.831902569182841	7.406290054940832
A0A0H3CBY5	Short chain dehydrogenase (EC 1.-.-.-)	NA	WP_010921011.1;YP_002518651.1;	99.1361	101.551	6.631338599395309	6.66606063608469
A0A0H3C4V4	3-ketoacyl-CoA thiolase (EC 2.3.1.9)	NA	WP_010918154.1;YP_002515641.1;	35.7156	172.912	5.158482452805134	7.433894184490855
A0A0H3C372	Uncharacterized protein	NA	WP_010918159.1;YP_002515646.1;	0	0	-Inf	-Inf
A0A0H3C8T1	NTF2 superfamily protein	NA	WP_010919817.1;YP_002517401.1;	329.228	163.899	8.362943228278281	7.356663241897014
A0A0H3CA54	Uncharacterized protein	NA	WP_012640579.1;YP_002518225.1;	62.8194	117.72	5.973138258489173	6.87921563716567
A0A0H3C5A9	Uncharacterized protein	NA	WP_012639889.1;YP_002515523.1;	212.713	2856.04	7.732764396380366	11.479800469700502
A0A0H3C6M3	2-dehydro-3-deoxygalactonokinase (EC 2.7.1.58)	NA	WP_010918670.1;YP_002516199.1;	9.02464	15.1486	3.173869382905778	3.9211125640716715
A0A0H3CDE0	Uncharacterized protein	NA	WP_010921584.1;YP_002519246.1;	180.892	248.153	7.498984795547379	7.9550860857112315
A0A0H3CAU2	Transporter, drug/metabolite exporter family	NA	WP_010920869.1;YP_002518501.1;	61.235	71.6324	5.936284582661443	6.162540374367283
A0A0H3C8X6	MerR-family transcriptional regulator	NA	WP_012640327.1;YP_002517213.1;	53.9458	361.357	5.753438736620255	8.497281031401643
A0A0H3C8X3	Uncharacterized protein	NA	WP_010920151.1;YP_002517748.1;	13.3346	88.7111	3.7371026436853416	6.471042728309298
A0A0H3C9R1	D-mannonate oxidoreductase (EC 1.1.1.57)	NA	WP_012640251.1;YP_002516927.1;	11.6205	26.0036	3.5386002403941212	4.700639462087876
A0A0H3CA32	Transposase	NA	WP_012640573.1;YP_002518199.1;	76.2043	80.8667	6.25180050223387	6.33747383419243
A0A0H3C889	Acyl-CoA dehydrogenase, short-chain specific (EC 1.3.8.1)	NA	WP_010919913.1;YP_002517502.1;	17.089	54.4951	4.094996071933522	5.768054608749231
A0A0H3C5R2	Conserved hypothetical cytosolic protein	NA	WP_010918264.1;YP_002515755.1;	37.729	72.3925	5.237601957183281	6.177768334001304
A0A0H3CB66	Acyl-CoA dehydrogenase (EC 1.3.99.-)	NA	WP_010919912.1;YP_002517501.1;	14.095	30.0539	3.8171115727956972	4.909480311966132
A0A0H3C5U1	VapC-like PIN domain ribonuclease toxin	NA	WP_010918726.1;YP_002516257.3;	32.2302	343.456	5.010341235754971	8.42398147761655
A0A0H3CA51	Periplasmic serine endoprotease DegP-like (EC 3.4.21.107)	NA	WP_010920599.1;YP_002518219.1;	349.848	643.813	8.450584433897511	9.330497898069313
A0A0H3C9N6	Bifunctional NAD(P)H-hydrate repair enzyme (Nicotinamide nucleotide repair protein) [Includes: ADP-dependent (S)-NAD(P)H-hydrate dehydratase (EC 4.2.1.136) (ADP-dependent NAD(P)HX dehydratase); NAD(P)H-hydrate epimerase (EC 5.1.99.6)]	nnrE	WP_010919831.1;YP_002517416.1;	24.3447	27.3085	4.605535817257434	4.771278166881683
A0A0H3C9Q8	TonB accessory protein exbD	exbD	WP_010920194.1;YP_002517793.1;	11509.7	3044.41	13.490562609704842	11.571946948738463
A0A0H3CCC9	4-hydroxy-3-methylbut-2-enyl diphosphate reductase (HMBPP reductase) (EC 1.17.7.4)	ispH	WP_010921190.1;YP_002518844.1;	115.18	181.472	6.847746416921386	7.503603156302259
A0A0H3CE08	Aminoacyl-histidine dipeptidase	NA	WP_024265899.1;YP_002518500.2;	101.378	121.552	6.663600797396885	6.925429821243742
A0A0H3C4Z8	Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II)	gloB	WP_010918407.1;YP_002515926.1;	35.0243	62.1008	5.130284311949725	5.956539948656768
A0A0H3C6R7	Flagellar M-ring protein	fliF	WP_010918789.1;YP_002516323.1;	192.081	113.138	7.5855710093432664	6.82193976281456
A0A0H3CCM9	Outer membrane protein	NA	WP_024265968.1;YP_002518982.2;	1575.82	980.982	10.621887035231616	9.938082854507739
A0A0H3CFP6	Putative thiol-disulfide oxidoreductase	NA	WP_010921412.1;YP_002519071.1;	16.8821	61.4205	4.077422469971867	5.940648351658726
A0A0H3CD50	Multidrug/protein/lipid ABC transporter family, ATP-binding and permease protein	NA	WP_015923241.1;YP_002518756.1;	63.9956	50.799	5.999900811306288	5.666728192096598
A0A0H3C726	GDP-mannose 4,6-dehydratase (EC 4.2.1.47) (GDP-D-mannose dehydratase)	gmd	WP_010918894.1;YP_002516435.1;	215.075	164.705	7.748696027542904	7.3637405418378545
A0A0H3CA60	NlpC/P60-family cell wall-associated hydrolase	NA	WP_010920616.1;YP_002518236.3;	15.8481	36.8815	3.9862379835242776	5.2048254274049945
A0A0H3C985	Citrate synthase	NA	WP_010919772.1;YP_002517356.1;	781.593	335.851	9.610273736264098	8.391677514332939
A0A0H3C6R1	Aspartokinase (EC 2.7.2.4)	NA	WP_010918728.1;YP_002516259.1;	238.843	145.091	7.899918784761532	7.180814221529027
A0A0H3C764	Phe-4-monooxygenase (EC 1.14.16.1) (Phenylalanine-4-hydroxylase)	NA	WP_010919486.1;YP_002517057.1;	483.261	770.032	8.91665876124866	9.588774590494
A0A0H3C816	ABC transporter ATP-binding protein	NA	WP_010918723.1;YP_002516254.1;	46.2214	48.5236	5.530489053145275	5.6006146838758815
A0A0H3C8B8	Lipoprotein-releasing system ATP-binding protein LolD (EC 7.6.2.-)	lolD	WP_010918816.1;YP_002516354.1;	17.4702	111.462	4.126824219304402	6.800408135295978
A0A0H3CD17	Phosphoribosylaminoimidazole-succinocarboxamide synthase (EC 6.3.2.6) (SAICAR synthetase)	purC	WP_010921075.1;YP_002518723.1;	125.646	100.326	6.9732209328435095	6.648551726035676
A0A0H3C8S9	Transport permease protein	NA	WP_010920105.1;YP_002517700.1;	202.713	463.645	7.663294801688258	8.856876786589785
A0A0H3CAY3	NADH-quinone oxidoreductase subunit C (EC 7.1.1.-) (NADH dehydrogenase I subunit C) (NDH-1 subunit C)	nuoC	WP_010919820.1;YP_002517404.1;	935.946	462.491	9.870281484776172	8.853281481064858
A0A0H3CAV5	Histidine kinase (EC 2.7.13.3)	NA	WP_010920606.1;YP_002518226.1;	77.1886	531.276	6.270315886190092	9.053317731377273
A0A0H3C6Y7	Zn-dependent hydrolase, glyoxalase II family	NA	WP_012639984.1;YP_002515856.1;	193.526	169.182	7.596383593618479	7.402432271872435
A0A0H3C8N8	LytT-family transcriptional regulator	NA	WP_010919484.1;YP_002517055.2;	77.9562	142.222	6.284591862564104	7.152000839232287
A0A0H3C688	Flagellar biosynthesis protein FliO	fliO	WP_010918836.1;YP_002516376.1;	131.309	111.613	7.036821992604027	6.802361263028323
A0A0H3C908	DadA-related amino acid oxidase	NA	WP_010920188.1;YP_002517787.1;	146.525	118.726	7.195003027111334	6.891492097488896
A0A0H3C7X2	3-oxoacyl-[acyl-carrier-protein] synthase 3 (EC 2.3.1.180) (3-oxoacyl-[acyl-carrier-protein] synthase III) (Beta-ketoacyl-ACP synthase III) (KAS III)	fabH	WP_012640222.1;YP_002516805.1;	198.026	106.57	7.629546052445752	6.735657558992399
A0A0H3C940	Glucose-6-phosphate 1-dehydrogenase (G6PD) (EC 1.1.1.49)	zwf	WP_012640396.1;YP_002517509.1;	658.026	891.451	9.362000778796036	9.800011689812525
A0A0H3C4B2	Ribonuclease VapC (RNase VapC) (EC 3.1.-.-) (Toxin VapC)	vapC	WP_010917921.1;YP_002515406.1;	105.741	464.483	6.724391065338192	8.85948198495206
A0A0H3CAE5	M23 family peptidoglycan-specific endopeptidase LdpB	ldpB	WP_012640449.1;YP_002517704.3;	67.6233	102.379	6.079448515990996	6.677776009576817
A0A0H3C5S7	TonB-dependent receptor	NA	WP_024265490.1;YP_002515403.2;	26.9381	48.5388	4.75157619300592	5.601066536803498
A0A0H3C567	LexA-related transcriptional repressor	NA	WP_010917971.1;YP_002515455.1;	49.0902	474.35	5.61736313933466	8.889808136940093
A0A0H3C4T3	HAD superfamily phophatase	NA	WP_010918133.1;YP_002515619.1;	22.8588	68.8125	4.514677764428823	6.104598753564369
A0A0H3CAU3	RNA polymerase sigma factor	NA	WP_010920592.1;YP_002518210.1;	96.8759	87.9713	6.598065903201656	6.458961026580062
A0A0H3C739	Choline phosphatase (Phospholipase D)	NA	WP_010918410.1;YP_002515929.1;	33.3525	94.6768	5.059723000297939	6.5649390398472045
A0A0H3C6E2	DNA polymerase III subunit gamma/tau (EC 2.7.7.7)	dnaX	WP_010918156.1;YP_002515643.2;	118.668	152.226	6.890787140210814	7.250070980071803
A0A0H3C9Q7	Multifunctional fusion protein [Includes: Sulfate adenylyltransferase subunit 1 (EC 2.7.7.4) (ATP-sulfurylase large subunit) (Sulfate adenylate transferase) (SAT); Adenylyl-sulfate kinase (EC 2.7.1.25) (APS kinase) (ATP adenosine-5'-phosphosulfate 3'-phosphotransferase) (Adenosine-5'-phosphosulfate kinase)]	cysC	WP_010919356.1;YP_002516922.1;	84.0237	46.5466	6.392724411467806	5.540603884749118
A0A0H3CD23	Uncharacterized protein	NA	WP_012640708.1;YP_002518729.1;	409.635	707.311	8.678195177010107	9.466200887840285
A0A0H3CAF0	Thioredoxin reductase (EC 1.8.1.9)	NA	WP_024265863.1;YP_002518337.3;	169.393	291.783	7.40423044771552	8.188752020494036
A0A0H3CDT7	Glutathione-regulated potassium-efflux system protein kefC	NA	WP_010921325.1;YP_002518984.1;	80.6448	516.208	6.333509605874314	9.011808689732165
A0A0H3C960	Malonate-semialdehyde dehydrogenase IolA	iolA	WP_012640198.1;YP_002516733.1;	20.2099	19.9751	4.336990278066613	4.320130820525869
A0A0H3C5M3	Glutathione S-transferase (EC 2.5.1.18)	NA	WP_010918663.1;YP_002516191.1;	12.4347	25.7347	3.636299796351856	4.685643059439388
A0A0H3C819	6,7-dimethyl-8-ribityllumazine synthase (DMRL synthase) (LS) (Lumazine synthase) (EC 2.5.1.78)	ribH	WP_010919236.1;YP_002516794.1;	440.606	335.217	8.783345331003504	8.388951504664586
A0A0H3C5T6	ATP-dependent RNA helicase	NA	WP_010918720.1;YP_002516251.1;	82.869	346.087	6.372760607821716	8.434990940617082
A0A0H3CC10	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	NA	WP_015923295.1;YP_002518980.1;	916.785	683.327	9.840439629372764	9.416432322289795
A0A0H3CCC8	LytR/AlgR-family transcriptional regulator	NA	WP_010920872.1;YP_002518504.1;	66.4716	436.346	6.054666175491018	8.769328761755656
A0A0H3CAU5	ABC transporter ATP-binding protein	NA	WP_010919774.1;YP_002517358.1;	11.5444	29.3579	3.5291212883962193	4.875676869337542
A0A0H3C7B4	K(+)-insensitive pyrophosphate-energized proton pump (EC 7.1.3.1) (Membrane-bound proton-translocating pyrophosphatase) (Pyrophosphate-energized inorganic pyrophosphatase) (H(+)-PPase)	hppA	WP_010919240.1;YP_002516798.1;	32.6881	54.159	5.030693617595474	5.759129195905888
A0A0H3C6I8	PAS-family sensor histidine kinase (EC 2.7.13.3)	NA	WP_010918721.1;YP_002516252.1;	20.1885	98.5229	4.335461817693785	6.622387188762027
A0A0H3C4A7	Histidine kinase (EC 2.7.13.3)	NA	WP_010917916.1;YP_002515401.1;	17.0052	21.9976	4.087904068725614	4.45927422513849
A0A0H3CBQ5	Conserved membrane protein	NA	WP_024265849.1;YP_002518239.2;	157.114	1874.08	7.295667930754787	10.871966824179905
A0A0H3CA67	Inositol monophosphatase family protein (EC 3.1.3.15)	NA	WP_010920113.1;YP_002517708.1;	78.5803	79.4505	6.2960957705445635	6.311984393696533
A0A0H3C4U2	Uncharacterized protein	NA	WP_010918719.1;YP_002516250.1;	87.66	97.8134	6.453846773749929	6.6119602163969855
A0A0H3C8P5	Glutamate--tRNA ligase (EC 6.1.1.17) (Glutamyl-tRNA synthetase) (GluRS)	gltX	WP_010919771.1;YP_002517355.1;	154.897	108.329	7.2751653924752535	6.759275698238838
A0A0H3C7X4	Lipid-A-disaccharide synthase (EC 2.4.1.182)	lpxB	WP_010919775.1;YP_002517359.1;	63.2924	49.0305	5.98396036957133	5.615607568806339
A0A0H3CDT2	Uncharacterized protein	NA	WP_024265982.1;YP_002519078.2;	1413.5	1024.65	10.465056167831175	10.000915482691573
A0A0H3C6P2	Uncharacterized protein	NA	WP_010918259.1;YP_002515750.1;	1298.51	985.437	10.342641409109564	9.944619831015222
A0A0H3C3Q3	Acyl-CoA dehydrogenase (EC 1.3.8.7)	NA	WP_010917969.1;YP_002515453.1;	97.0285	259.199	6.600336664553028	8.017916342033436
A0A0H3CDA4	Phage host specificity protein	NA	WP_010920615.1;YP_002518235.1;	1.10168	8.68916	0.1397052316630735	3.119216715312493
A0A0H3C6H4	5-aminolevulinate synthase (EC 2.3.1.37) (5-aminolevulinic acid synthase) (Delta-ALA synthase) (Delta-aminolevulinate synthase)	NA	WP_010919232.1;YP_002516790.1;	336.577	182.024	8.394792783199389	7.507984873156037
A0A0H3C9R2	Ribonuclease, CafA family	NA	WP_010920200.1;YP_002517799.1;	134.605	109.023	7.072588190668184	6.7684887145529
A0A0H3C915	Pyruvate kinase (EC 2.7.1.40)	NA	WP_010919914.1;YP_002517503.1;	178.707	87.3508	7.481452336003574	6.448749010974418
A0A0H3C808	NADH-quinone oxidoreductase chain E (EC 1.6.5.3)	nuoE	WP_010919816.1;YP_002517400.1;	666.921	302.074	9.381372067139182	8.23875820407794
A0A0H3C7W2	Serine hydroxymethyltransferase (SHMT) (Serine methylase) (EC 2.1.2.1)	glyA	WP_012640217.1;YP_002516792.1;	356.962	257.332	8.479626691677614	8.00748706142372
A0A0H3CG88	Transcription termination factor Rho (EC 3.6.4.-) (ATP-dependent helicase Rho)	rho	WP_024266008.1;YP_002519249.4;	455.344	484.526	8.830813063835823	8.920430273505147
A0A0H3C8F5	DNA topoisomerase 4 subunit A (EC 5.6.2.2) (Topoisomerase IV subunit A)	parC	WP_010919440.1;YP_002517010.1;	214.609	172.048	7.745566769052317	7.4266673111036
A0A0H3CB86	Phosphogluconate dehydratase (EC 4.2.1.12)	edd	WP_010919918.1;YP_002517507.1;	714.709	359.83	9.481212145354068	8.491171662764774
A0A0H3C912	TonB1 protein	tonB1	WP_012640470.1;YP_002517792.1;	4335.54	1193.35	12.081995979794003	10.220801520661835
A0A0H3C5F7	Type I protein secretion ATP-binding protein RsaD	rsaD	WP_010918892.1;YP_002516433.1;	357.569	294.908	8.482077855029456	8.20412114884369
A0A0H3C7J5	Malate synthase (EC 2.3.3.9)	NA	WP_010919633.1;YP_002517216.1;	8.90831	24.0807	3.1551517632986843	4.589805425184742
A0A0H3C9Y3	Conjugal transfer protein TrbF	NA	WP_010920536.1;YP_002518142.1;	12.0253	36.3972	3.58800098082559	5.1857555645011795
A0A0H3C2V8	dITP/XTP pyrophosphatase (EC 3.6.1.66) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase)	NA	WP_012639888.1;YP_002515520.1;	58.2464	68.2794	5.864096979630316	6.093378475736496
A0A0H3CBT5	Single domain receiver protein CleC	cleC	WP_010920110.1;YP_002517705.1;	336.425	226.351	8.39414110712727	7.822417870081944
A0A0H3CAE6	Zn-dependent hydrolase, glyoxalase II family	NA	WP_012640607.1;YP_002518332.1;	8.46337	62.7689	3.081232239490763	5.971978021373269
A0A0H3C6P6	Adenine DNA glycosylase (EC 3.2.2.31)	NA	WP_010918265.1;YP_002515756.1;	38.4782	40.4667	5.265969406682099	5.338663299028092
A0A0H3C8T4	Lipid A biosynthesis lauroyl acyltransferase (EC 2.3.1.-)	NA	WP_010920111.1;YP_002517706.1;	116.328	105.573	6.862054583225469	6.722097106415125
A0A0H3C4P0	LuxR-like DNA-binding protein	NA	WP_024265625.1;YP_002516196.2;	82.8155	337.823	6.3718289070606895	8.40012374425017
A0A0H3C8B2	6-phosphogluconolactonase (6PGL) (EC 3.1.1.31)	pgl	WP_010919919.1;YP_002517508.1;	436.849	315.821	8.770990877745405	8.302963293805602
A0A0H3C761	N-succinylglutamate 5-semialdehyde dehydrogenase (EC 1.2.1.71) (Succinylglutamic semialdehyde dehydrogenase) (SGSD)	astD	WP_010919481.1;YP_002517052.1;	299.479	151.801	8.22631103199393	7.2460374844167
A0A0H3C3L7	Major facilitator superfamily transporter	NA	WP_010917915.1;YP_002515400.1;	111.262	84.9498	6.797817134005298	6.408538645718308
A0A0H3C5R0	Methyltransferase (EC 2.1.1.-)	NA	WP_012639996.1;YP_002515927.1;	62.7306	81.2756	5.971097456561753	6.344750396234607
A0A0H3CBK4	Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ (Flavocytochrome MsrQ)	msrQ	WP_010920588.1;YP_002518206.1;	40.3744	53.8761	5.335368915103673	5.7515735152068554
A0A0H3C7L5	Outer membrane efflux protein	NA	WP_010919653.1;YP_002517236.1;	33.121	87.9564	5.049674326699888	6.458716651690143
A0A0H3CES2	Penicillin-insensitive transglycosylase (EC 2.4.1.129) (Peptidoglycan TGase)	pbpC	WP_010921109.1;YP_002518759.1;	43.5117	61.1178	5.443331478891931	5.933520707858312
A0A0H3C8J7	Exopolyphosphatase GppA (EC 3.6.1.11)	NA	WP_024265726.1;YP_002517059.2;	169.664	151.996	7.406536670205171	7.247889547285058
A0A0H3C9C5	NADH-quinone oxidoreductase subunit D (EC 7.1.1.-) (NADH dehydrogenase I subunit D) (NDH-1 subunit D)	nuoD	WP_012640370.1;YP_002517402.1;	751.058	352.527	9.552780513068681	8.461589947355296
A0A0H3C7W9	DNA translocation competence protein ComA	NA	WP_010919770.1;YP_002517354.1;	15.1202	17.3569	3.9184053175878737	4.117437395550418
A0A0H3C9K1	LexA repressor (EC 3.4.21.88)	lexA	WP_024265748.1;YP_002517352.2;	223.585	384.474	7.804679592841741	8.586742229211914
A0A0H3C820	Acetyl-coenzyme A synthetase (EC 6.2.1.1)	NA	WP_012640376.1;YP_002517418.1;	27.0744	41.9107	4.758857461285471	5.38924671270748
A0A0H3C8D6	Ribokinase (RK) (EC 2.7.1.15)	rbsK	WP_010918834.1;YP_002516374.1;	111.234	108.796	6.79745402220681	6.765481705129092
A0A0H3CBF6	Cobyric acid synthase	cobQ	WP_010920540.1;YP_002518149.1;	23.9892	42.6161	4.584313141836047	5.41332666623168
A0A0H3C9J4	Cell cycle regulatory protein GcrA	gcrA	WP_024265783.1;YP_002517701.2;	553.016	446.457	9.111177411259531	8.802377420274368
A0A0H3C748	Histidine utilization repressor	NA	WP_010918846.1;YP_002516386.1;	128.664	408.355	7.007464635821716	8.673680082303335
A0A0H3C8Y0	Two-component response regulator protein	NA	WP_010919635.1;YP_002517218.1;	97.4984	62.1506	6.60730663855981	5.957696413966349
A0A0H3C724	Protease II PtrB (EC 3.4.21.83)	ptrB	WP_010918820.1;YP_002516358.1;	130.895	104.063	7.032266179242945	6.701313393810036
A0A0H3C781	UDP-perosamine 4-acetyl transferase PerB (EC 2.3.1.-)	perB	WP_010918895.1;YP_002516436.1;	374.718	256.995	8.549661470582965	8.005596480923936
A0A0H3C3Q7	Bifunctional purine biosynthesis protein PurH [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3) (AICAR transformylase); IMP cyclohydrolase (EC 3.5.4.10) (ATIC) (IMP synthase) (Inosinicase)]	purH	WP_010917975.1;YP_002515459.1;	48.394	54.472	5.596756284808118	5.767442933189475
A0A0H3C9D1	Glycosyltransferase (EC 2.4.1.-)	NA	WP_010919824.1;YP_002517408.1;	23.2164	46.6214	4.537072376100257	5.542920422879043
A0A0H3CA27	HipA-related phosphatidylinositol 3/4-kinase	NA	WP_010920579.1;YP_002518194.1;	72.0803	171.679	6.171533110583924	7.423569767561232
A0A0H3CCY9	Uncharacterized protein	NA	WP_024265931.1;YP_002518755.2;	70.587	83.8278	6.1413306018614104	6.389356862332604
A0A0H3C3G8	Glucan endo-1,3-beta-glucosidase (EC 3.2.1.39)	NA	WP_010918268.1;YP_002515759.1;	55.0619	96.1752	5.782982488207756	6.587593019551786
A0A0H3CG77	L,D-transpeptidase LdtX	ldtX	WP_010921571.1;YP_002519233.1;	61.5188	181.632	5.942955456917045	7.504874589398464
A0A0H3C344	Phosphocarrier protein HPr (EC 2.7.1.191)	NA	WP_010918130.1;YP_002515616.1;	845.966	854.76	9.72445587130306	9.739375585896122
A0A0H3C8C8	TonB-dependent receptor	NA	WP_010919649.1;YP_002517232.1;	135.814	35.6187	7.085488393138841	5.154562957262366
A0A0H3C4S8	Histidine kinase (EC 2.7.13.3)	chvG	WP_010918127.1;YP_002515613.1;	60.2161	165.578	5.912077367332867	7.371367187494979
A0A0H3C7R6	Uncharacterized protein	NA	WP_010918617.1;YP_002516141.1;	344.527	218.253	8.428473238712224	7.769857674352815
A0A0H3CD45	Inositol-1-monophosphatase (EC 3.1.3.25)	NA	WP_012640711.1;YP_002518751.2;	358.833	472.23	8.487168763273564	8.883345886310396
A0A0H3CAE8	Lysophospholipase L2 (EC 3.1.1.5)	NA	WP_010920114.1;YP_002517709.1;	69.842	93.0737	6.126022967554147	6.54030165536892
A0A0H3C4S6	Bacteriophage P4 integrase	NA	WP_024265555.1;YP_002515853.2;	13.3561	32.5843	3.739426895210253	5.026105097134105
A0A0H3CAD1	Nucleoside-diphosphate-sugar epimerase	NA	WP_010920689.1;YP_002518315.1;	163.058	205.918	7.349241414529884	7.685926136188333
A0A0H3CAH5	Uncharacterized protein	NA	WP_012640331.1;YP_002517235.1;	36.2565	98.0139	5.18016775697006	6.614914456758515
A0A0H3C584	Uncharacterized protein	NA	WP_012640100.1;YP_002516370.1;	80.3719	64.6233	6.328619282651411	6.013982518843702
A0A0H3C6S4	Flagellar biosynthesis protein FlhA	flhA	WP_010918794.1;YP_002516329.1;	93.7498	69.8555	6.55074370763054	6.1263018040846875
A0A0H3C734	Uncharacterized protein	NA	WP_010918405.1;YP_002515924.1;	58.8229	92.3876	5.878306006492222	6.529627325111091
A0A0H3CA03	Arginine N-succinyltransferase, beta chain (EC 2.3.1.109)	NA	WP_010919480.1;YP_002517051.1;	393.392	242.023	8.619823809115417	7.919000346403563
A0A0H3CAK8	TonB protein	NA	WP_010920186.1;YP_002517785.1;	64.7081	111.908	6.015874411408067	6.806169364138896
A0A0H3CBG0	Uncharacterized protein	NA	WP_010921104.1;YP_002518753.1;	235.587	606.127	7.880116121332802	9.24347629877632
A0A0H3C826	Beta-barrel assembly machine (BAM) protein BamE	bamE	WP_012640219.1;YP_002516800.1;	297.235	298.04	8.215460195804033	8.219362157807716
A0A0H3C694	N-formylglutamate deformylase (EC 3.5.1.68)	NA	WP_010918842.1;YP_002516382.1;	77.1518	45.7047	6.26962791105836	5.514270625992118
A0A0H3CBY6	HicB-family RNAse H fold protein	NA	WP_010920709.1;YP_002518335.1;	178.038	430.883	7.476041389171769	8.751152369449505
A0A0H3C6B0	Uncharacterized protein	NA	WP_010918124.1;YP_002515610.1;	104.438	65.5236	6.706502925022708	6.033942718646935
A0A0H3C6X6	Sulfate adenylyltransferase subunit 2 (EC 2.7.7.4) (ATP-sulfurylase small subunit) (Sulfate adenylate transferase) (SAT)	cysD	WP_012640249.1;YP_002516923.1;	99.2967	176.037	6.633673867296146	7.459734880605269
A0A0H3C983	Isocitrase (EC 4.1.3.1) (Isocitratase) (Isocitrate lyase)	NA	WP_010919632.1;YP_002517214.1;	5.31551	23.9563	2.4102081186938302	4.582333199013672
A0A0H3CD71	Transposase	NA	WP_010920583.1;YP_002518198.1;	75.9441	168.002	6.246865982835629	7.392334597617492
A0A0H3C7R0	Histidine kinase (EC 2.7.13.3)	NA	WP_012640200.1;YP_002516736.1;	15.8136	66.7584	3.9830939325977894	6.060877472899334
A0A0H3C789	GPH-family phosphatase (EC 3.1.3.18)	NA	WP_024265730.1;YP_002517088.2;	128.673	75.1585	7.007565548285709	6.231864368881148
A0A0H3CA41	Uncharacterized protein	NA	WP_010920591.1;YP_002518209.1;	44.7697	47.9024	5.484450745718447	5.582026034384488
A0A0H3C9Y6	Uncharacterized protein	NA	WP_024265835.1;YP_002518147.2;	431.3	533.013	8.752547905847138	9.05802691001399
A0A0H3C8N9	1-acyl-sn-glycerol-3-phosphate acyltransferase (EC 2.3.1.51)	NA	WP_010919766.1;YP_002517350.1;	103.755	61.8535	6.69703705203083	5.950783327757213
A0A0H3C4Y1	Uncharacterized protein	NA	WP_012639927.1;YP_002515649.1;	54.1549	504.334	5.759019975396415	8.978235678559807
A0A0H3C610	Uncharacterized protein	NA	WP_012640085.1;YP_002516322.1;	285.429	139.735	8.156988111941958	7.126549613543879
A0A0H3C684	ROS/MUCR transcriptional regulator MucR2	mucR2	WP_012640101.1;YP_002516371.1;	957.172	603.819	9.902634384340251	9.237972343735416
A0A0H3C3W6	Conserved hypothetical membrane protein	NA	WP_010918044.1;YP_002515529.1;	110.252	357.096	6.7846610166587515	8.480168163484523
A0A0H3CEJ4	Two-component response regulator cenR	cenR	WP_024266002.1;YP_002519232.3;	318.578	373.452	8.315502832071775	8.54477901428294
A0A0H3CDD2	Death on curing toxin protein doc	doc	WP_010921192.1;YP_002518846.1;	150.605	426.344	7.2346258572311894	8.735874143284631
A0A0H3C918	TetR-family transcriptional regulator	NA	WP_010920198.1;YP_002517797.1;	195.711	975.989	7.612581035159279	9.930721077588624
A0A0H3CBP2	Cytochrome c-type biogenesis protein ccmI	NA	WP_010920603.1;YP_002518223.1;	65.5221	88.2344	6.03390969135094	6.463269324749084
A0A0H3CC23	Uncharacterized protein	NA	WP_024265794.1;YP_002517796.2;	152.288	893.565	7.250658454498405	9.80342886785723
A0A0H3C832	MerR-family transcriptional regulator	NA	WP_010919248.1;YP_002516807.1;	76.0563	99.2666	6.248995851085811	6.633236474071281
A0A0H3CB34	HTH DNA-binding protein	NA	WP_010920707.1;YP_002518333.1;	21.4664	72.7032	4.424008360717256	6.1839469600298935
A0A0H3CD24	Conjugal transfer protein TrbG	NA	WP_010920535.1;YP_002518141.1;	21.3061	60.8235	4.4131946323728934	5.926556931436264
A0A0H3C6D4	3-ketoacyl-CoA thiolase (EC 2.3.1.9)	NA	WP_010918664.1;YP_002516193.1;	16.3621	38.7839	4.032286018298818	5.277385978985934
A0A0H3CD63	Uncharacterized protein	NA	WP_015923259.1;YP_002518845.1;	420.922	1290.83	8.717409105634351	10.334083297463447
A0A0H3C5J2	NAD(+) diphosphatase (EC 3.6.1.22)	NA	WP_010918155.1;YP_002515642.1;	150.758	210.461	7.236090750799549	7.717409105634351
A0A0H3CFF1	HTH XRE-family transcriptional regulator	NA	WP_024265969.1;YP_002518985.2;	1280.43	8603.34	10.322412668863933	13.070681138194683
