Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Gene names  (ordered locus )	Gene names  (ORF )	Gene names  (primary )	Gene names  (synonym )	Annotation	Gene ontology (biological process)	Gene ontology (cellular component)	Gene ontology (molecular function)	Gene ontology IDs	Gene ontology (GO)	Cross-reference (EMBL)	EnsemblBacteria transcript	Ensembl transcript	Cross-reference (RefSeq)
Q01269	PHEC_PSEAE	reviewed	Cyclohexadienyl dehydratase [Includes: Prephenate dehydratase (EC 4.2.1.51); Arogenate dehydratase (EC 4.2.1.91)]	pheC PA3475	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	268	PA3475		pheC		4 out of 5	L-phenylalanine biosynthetic process [GO:0009094]	periplasmic space [GO:0042597]	arogenate dehydratase activity [GO:0047769]; prephenate dehydratase activity [GO:0004664]	GO:0004664; GO:0009094; GO:0042597; GO:0047769	periplasmic space [GO:0042597]; arogenate dehydratase activity [GO:0047769]; prephenate dehydratase activity [GO:0004664]; L-phenylalanine biosynthetic process [GO:0009094]	AF054868;AE004091;	AAG06863;		NP_252165.1;WP_003092003.1;
Q9HWD7	RL23_PSEAE	reviewed	50S ribosomal protein L23	rplW PA4261	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	99	PA4261		rplW		2 out of 5	ribosomal large subunit assembly [GO:0000027]; translation [GO:0006412]	cytosolic large ribosomal subunit [GO:0022625]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	GO:0000027; GO:0003735; GO:0006412; GO:0019843; GO:0022625	cytosolic large ribosomal subunit [GO:0022625]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; ribosomal large subunit assembly [GO:0000027]; translation [GO:0006412]	AE004091;	AAG07649;		NP_252951.1;WP_003093736.1;
Q9HWE0	RL22_PSEAE	reviewed	50S ribosomal protein L22	rplV PA4258	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	110	PA4258		rplV		2 out of 5	ribosome assembly [GO:0042255]; translation [GO:0006412]	cytosolic large ribosomal subunit [GO:0022625]; large ribosomal subunit [GO:0015934]	rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0006412; GO:0015934; GO:0019843; GO:0022625; GO:0042255	cytosolic large ribosomal subunit [GO:0022625]; large ribosomal subunit [GO:0015934]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; ribosome assembly [GO:0042255]; translation [GO:0006412]	AE004091;	AAG07646;		NP_252948.1;WP_003103908.1;
Q9HX23	RLMH_PSEAE	reviewed	Ribosomal RNA large subunit methyltransferase H (EC 2.1.1.177) (23S rRNA (pseudouridine1915-N3)-methyltransferase) (23S rRNA m3Psi1915 methyltransferase) (rRNA (pseudouridine-N3-)-methyltransferase RlmH)	rlmH PA4004	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	155	PA4004		rlmH		3 out of 5		cytoplasm [GO:0005737]	rRNA (pseudouridine-N3-)-methyltransferase activity [GO:0070038]	GO:0005737; GO:0070038	cytoplasm [GO:0005737]; rRNA (pseudouridine-N3-)-methyltransferase activity [GO:0070038]	AE004091;	AAG07391;		NP_252693.1;WP_003093193.1;
Q51424	RUVC_PSEAE	reviewed	Crossover junction endodeoxyribonuclease RuvC (EC 3.1.22.4) (Holliday junction nuclease RuvC) (Holliday junction resolvase RuvC)	ruvC PA0965	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	174	PA0965		ruvC		3 out of 5	DNA recombination [GO:0006310]; DNA repair [GO:0006281]		crossover junction endodeoxyribonuclease activity [GO:0008821]; magnesium ion binding [GO:0000287]; nucleic acid binding [GO:0003676]	GO:0000287; GO:0003676; GO:0006281; GO:0006310; GO:0008821	crossover junction endodeoxyribonuclease activity [GO:0008821]; magnesium ion binding [GO:0000287]; nucleic acid binding [GO:0003676]; DNA recombination [GO:0006310]; DNA repair [GO:0006281]	D83138;AE004091;	AAG04354;		NP_249656.1;WP_003112575.1;
Q9I273	SSTT_PSEAE	reviewed	Serine/threonine transporter SstT (Na(+)/serine-threonine symporter)	sstT PA2042	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	409	PA2042		sstT		2 out of 5	serine transport [GO:0032329]; threonine transport [GO:0015826]	integral component of membrane [GO:0016021]; membrane [GO:0016020]; plasma membrane [GO:0005886]	neutral amino acid:sodium symporter activity [GO:0005295]; transmembrane transporter activity [GO:0022857]	GO:0005295; GO:0005886; GO:0015826; GO:0016020; GO:0016021; GO:0022857; GO:0032329	integral component of membrane [GO:0016021]; membrane [GO:0016020]; plasma membrane [GO:0005886]; neutral amino acid:sodium symporter activity [GO:0005295]; transmembrane transporter activity [GO:0022857]; serine transport [GO:0032329]; threonine transport [GO:0015826]	AE004091;	AAG05430;		NP_250732.1;WP_003114881.1;
Q9HX33	SYL_PSEAE	reviewed	Leucine--tRNA ligase (EC 6.1.1.4) (Leucyl-tRNA synthetase) (LeuRS)	leuS PA3987	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	873	PA3987		leuS		2 out of 5	leucyl-tRNA aminoacylation [GO:0006429]	cytosol [GO:0005829]	aminoacyl-tRNA editing activity [GO:0002161]; ATP binding [GO:0005524]; leucine-tRNA ligase activity [GO:0004823]	GO:0002161; GO:0004823; GO:0005524; GO:0005829; GO:0006429	cytosol [GO:0005829]; aminoacyl-tRNA editing activity [GO:0002161]; ATP binding [GO:0005524]; leucine-tRNA ligase activity [GO:0004823]; leucyl-tRNA aminoacylation [GO:0006429]	AE004091;	AAG07374;		NP_252676.1;WP_003100324.1;
Q9I099	SYT_PSEAE	reviewed	Threonine--tRNA ligase (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS)	thrS PA2744	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	640	PA2744		thrS		3 out of 5	threonyl-tRNA aminoacylation [GO:0006435]	cytosol [GO:0005829]	ATP binding [GO:0005524]; metal ion binding [GO:0046872]; threonine-tRNA ligase activity [GO:0004829]; tRNA binding [GO:0000049]	GO:0000049; GO:0004829; GO:0005524; GO:0005829; GO:0006435; GO:0046872	cytosol [GO:0005829]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; threonine-tRNA ligase activity [GO:0004829]; tRNA binding [GO:0000049]; threonyl-tRNA aminoacylation [GO:0006435]	AE004091;	AAG06132;		NP_251434.1;WP_003090677.1;
Q9HUB5	TATA_PSEAE	reviewed	Sec-independent protein translocase protein TatA	tatA PA5068	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	82	PA5068		tatA		2 out of 5	protein transport by the Tat complex [GO:0043953]	integral component of plasma membrane [GO:0005887]; TAT protein transport complex [GO:0033281]	protein transmembrane transporter activity [GO:0008320]	GO:0005887; GO:0008320; GO:0033281; GO:0043953	integral component of plasma membrane [GO:0005887]; TAT protein transport complex [GO:0033281]; protein transmembrane transporter activity [GO:0008320]; protein transport by the Tat complex [GO:0043953]	AE004091;	AAG08453;		NP_253755.1;WP_003095893.1;
Q9HXH8	QUEA_PSEAE	reviewed	S-adenosylmethionine:tRNA ribosyltransferase-isomerase (EC 2.4.99.17) (Queuosine biosynthesis protein QueA)	queA PA3824	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	347	PA3824		queA		2 out of 5	queuosine biosynthetic process [GO:0008616]; tRNA wobble guanine modification [GO:0002099]	cytoplasm [GO:0005737]	S-adenosylmethionine:tRNA ribosyltransferase-isomerase activity [GO:0051075]	GO:0002099; GO:0005737; GO:0008616; GO:0051075	cytoplasm [GO:0005737]; S-adenosylmethionine:tRNA ribosyltransferase-isomerase activity [GO:0051075]; queuosine biosynthetic process [GO:0008616]; tRNA wobble guanine modification [GO:0002099]	AE004091;	AAG07211;		NP_252513.1;WP_003113798.1;
Q9I037	QUEF_PSEAE	reviewed	NADPH-dependent 7-cyano-7-deazaguanine reductase (EC 1.7.1.13) (7-cyano-7-carbaguanine reductase) (NADPH-dependent nitrile oxidoreductase) (PreQ(0) reductase)	queF PA2806	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	276	PA2806		queF		3 out of 5	queuosine biosynthetic process [GO:0008616]	cytoplasm [GO:0005737]	oxidoreductase activity, acting on other nitrogenous compounds as donors, with NAD or NADP as acceptor [GO:0046857]; preQ1 synthase activity [GO:0033739]	GO:0005737; GO:0008616; GO:0033739; GO:0046857	cytoplasm [GO:0005737]; oxidoreductase activity, acting on other nitrogenous compounds as donors, with NAD or NADP as acceptor [GO:0046857]; preQ1 synthase activity [GO:0033739]; queuosine biosynthetic process [GO:0008616]	AE004091;	AAG06194;		NP_251496.1;WP_003114774.1;
Q9HYT6	RAPA_PSEAE	reviewed	RNA polymerase-associated protein RapA (EC 3.6.4.-) (ATP-dependent helicase HepA)	rapA hepA PA3308	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	950	PA3308		rapA	hepA	3 out of 5	regulation of transcription, DNA-templated [GO:0006355]		ATP binding [GO:0005524]; DNA binding [GO:0003677]; helicase activity [GO:0004386]; hydrolase activity, acting on acid anhydrides [GO:0016817]; nucleosome-dependent ATPase activity [GO:0070615]	GO:0003677; GO:0004386; GO:0005524; GO:0006355; GO:0016817; GO:0070615	ATP binding [GO:0005524]; DNA binding [GO:0003677]; helicase activity [GO:0004386]; hydrolase activity, acting on acid anhydrides [GO:0016817]; nucleosome-dependent ATPase activity [GO:0070615]; regulation of transcription, DNA-templated [GO:0006355]	AE004091;	AAG06696;		NP_251998.1;WP_003119658.1;
Q9HWF3	RL30_PSEAE	reviewed	50S ribosomal protein L30	rpmD PA4245	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	58	PA4245		rpmD		2 out of 5	translation [GO:0006412]	cytosolic large ribosomal subunit [GO:0022625]	structural constituent of ribosome [GO:0003735]	GO:0003735; GO:0006412; GO:0022625	cytosolic large ribosomal subunit [GO:0022625]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412]	AE004091;	AAG07633;		NP_252935.1;WP_003093696.1;
O82853	RRF_PSEAE	reviewed	Ribosome-recycling factor (RRF) (Ribosome-releasing factor)	frr PA3653	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	185	PA3653		frr		2 out of 5	cytoplasmic translational termination [GO:0002184]; translation [GO:0006412]	cytoplasm [GO:0005737]; cytosol [GO:0005829]	ribosomal large subunit binding [GO:0043023]	GO:0002184; GO:0005737; GO:0005829; GO:0006412; GO:0043023	cytoplasm [GO:0005737]; cytosol [GO:0005829]; ribosomal large subunit binding [GO:0043023]; cytoplasmic translational termination [GO:0002184]; translation [GO:0006412]	AB010087;AE004091;	AAG07041;		NP_252343.1;WP_003092390.1;
Q9HY05	SURE_PSEAE	reviewed	5'-nucleotidase SurE (EC 3.1.3.5) (Nucleoside 5'-monophosphate phosphohydrolase)	surE PA3625	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	249	PA3625		surE		3 out of 5	UMP catabolic process [GO:0046050]	cytoplasm [GO:0005737]	3'-nucleotidase activity [GO:0008254]; 5'-nucleotidase activity [GO:0008253]; exopolyphosphatase activity [GO:0004309]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]	GO:0000166; GO:0004309; GO:0005737; GO:0008253; GO:0008254; GO:0046050; GO:0046872	cytoplasm [GO:0005737]; 3'-nucleotidase activity [GO:0008254]; 5'-nucleotidase activity [GO:0008253]; exopolyphosphatase activity [GO:0004309]; metal ion binding [GO:0046872]; nucleotide binding [GO:0000166]; UMP catabolic process [GO:0046050]	AE004091;	AAG07013;		NP_252315.1;WP_003092341.1;
Q9I0A4	SYFB_PSEAE	reviewed	Phenylalanine--tRNA ligase beta subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase beta subunit) (PheRS)	pheT PA2739	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	792	PA2739		pheT		3 out of 5	phenylalanyl-tRNA aminoacylation [GO:0006432]	phenylalanine-tRNA ligase complex [GO:0009328]	ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; phenylalanine-tRNA ligase activity [GO:0004826]; tRNA binding [GO:0000049]	GO:0000049; GO:0000287; GO:0004826; GO:0005524; GO:0006432; GO:0009328	phenylalanine-tRNA ligase complex [GO:0009328]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; phenylalanine-tRNA ligase activity [GO:0004826]; tRNA binding [GO:0000049]; phenylalanyl-tRNA aminoacylation [GO:0006432]	AE004091;	AAG06127;		NP_251429.1;WP_003114408.1;
Q9HWY1	RIBA_PSEAE	reviewed	GTP cyclohydrolase-2 (EC 3.5.4.25) (GTP cyclohydrolase II)	ribA PA4047	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	205	PA4047		ribA		3 out of 5	riboflavin biosynthetic process [GO:0009231]	cytosol [GO:0005829]	GTP binding [GO:0005525]; GTP cyclohydrolase II activity [GO:0003935]; zinc ion binding [GO:0008270]	GO:0003935; GO:0005525; GO:0005829; GO:0008270; GO:0009231	cytosol [GO:0005829]; GTP binding [GO:0005525]; GTP cyclohydrolase II activity [GO:0003935]; zinc ion binding [GO:0008270]; riboflavin biosynthetic process [GO:0009231]	AE004091;	AAG07434;		NP_252736.1;WP_003110510.1;
Q51385	RLMN_PSEAE	reviewed	Dual-specificity RNA methyltransferase RlmN (EC 2.1.1.192) (23S rRNA (adenine(2503)-C(2))-methyltransferase) (23S rRNA m2A2503 methyltransferase) (Ribosomal RNA large subunit methyltransferase N) (tRNA (adenine(37)-C(2))-methyltransferase) (tRNA m2A37 methyltransferase)	rlmN PA3806	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	379	PA3806		rlmN		4 out of 5	rRNA base methylation [GO:0070475]; tRNA methylation [GO:0030488]	cytoplasm [GO:0005737]	4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; rRNA (adenine-C2-)-methyltransferase activity [GO:0070040]; rRNA binding [GO:0019843]; tRNA (adenine-C2-)-methyltransferase activity [GO:0002935]; tRNA binding [GO:0000049]	GO:0000049; GO:0002935; GO:0005737; GO:0019843; GO:0030488; GO:0046872; GO:0051539; GO:0070040; GO:0070475	cytoplasm [GO:0005737]; 4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; rRNA (adenine-C2-)-methyltransferase activity [GO:0070040]; rRNA binding [GO:0019843]; tRNA (adenine-C2-)-methyltransferase activity [GO:0002935]; tRNA binding [GO:0000049]; rRNA base methylation [GO:0070475]; tRNA methylation [GO:0030488]	L49434;AE004091;U41267;	AAG07193;		NP_252495.1;WP_003092809.1;
Q9HTB6	RMD_PSEAE	reviewed	GDP-6-deoxy-D-mannose reductase (EC 1.1.1.281)	rmd PA5454	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	304	PA5454		rmd		4 out of 5	GDP-D-rhamnose biosynthetic process [GO:0019306]; lipopolysaccharide biosynthetic process [GO:0009103]; O antigen biosynthetic process [GO:0009243]		GDP-4-dehydro-6-deoxy-D-mannose reductase activity [GO:0033705]; NADPH binding [GO:0070402]	GO:0009103; GO:0009243; GO:0019306; GO:0033705; GO:0070402	GDP-4-dehydro-6-deoxy-D-mannose reductase activity [GO:0033705]; NADPH binding [GO:0070402]; GDP-D-rhamnose biosynthetic process [GO:0019306]; lipopolysaccharide biosynthetic process [GO:0009103]; O antigen biosynthetic process [GO:0009243]	AF009955;AE004091;	AAG08839;		NP_254141.1;WP_003114107.1;
Q9I5U5	RSMA_PSEAE	reviewed	Ribosomal RNA small subunit methyltransferase A (EC 2.1.1.182) (16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase) (16S rRNA dimethyladenosine transferase) (16S rRNA dimethylase) (S-adenosylmethionine-6-N', N'-adenosyl(rRNA) dimethyltransferase)	rsmA ksgA PA0592	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	268	PA0592		rsmA	ksgA	3 out of 5	rRNA methylation [GO:0031167]	cytosol [GO:0005829]	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase activity [GO:0052908]; RNA binding [GO:0003723]; rRNA (adenine-N6,N6-)-dimethyltransferase activity [GO:0000179]	GO:0000179; GO:0003723; GO:0005829; GO:0031167; GO:0052908	cytosol [GO:0005829]; 16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase activity [GO:0052908]; RNA binding [GO:0003723]; rRNA (adenine-N6,N6-)-dimethyltransferase activity [GO:0000179]; rRNA methylation [GO:0031167]	AE004091;	AAG03981;		NP_249283.1;WP_003113212.1;
Q9HTK9	RURE_PSEAE	reviewed	Rubredoxin-NAD(+) reductase (RdxR) (EC 1.18.1.1)	alkT PA5349	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	384	PA5349		alkT		5 out of 5	alkane catabolic process [GO:0043448]	cytoplasm [GO:0005737]	flavin adenine dinucleotide binding [GO:0050660]; rubredoxin-NAD+ reductase activity [GO:0015044]; rubredoxin-NADP+ reductase activity [GO:0015046]	GO:0005737; GO:0015044; GO:0015046; GO:0043448; GO:0050660	cytoplasm [GO:0005737]; flavin adenine dinucleotide binding [GO:0050660]; rubredoxin-NAD+ reductase activity [GO:0015044]; rubredoxin-NADP+ reductase activity [GO:0015046]; alkane catabolic process [GO:0043448]	AE004091;	AAG08734;		NP_254036.1;WP_003114369.1;
Q9HYG4	SSUB1_PSEAE	reviewed	Aliphatic sulfonates import ATP-binding protein SsuB 1 (EC 7.6.2.14)	ssuB1 PA3442	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	274	PA3442		ssuB1		3 out of 5		plasma membrane [GO:0005886]	alkanesulfonate transmembrane transporter activity [GO:0042959]; ATPase-coupled transmembrane transporter activity [GO:0042626]; ATP binding [GO:0005524]	GO:0005524; GO:0005886; GO:0042626; GO:0042959	plasma membrane [GO:0005886]; alkanesulfonate transmembrane transporter activity [GO:0042959]; ATP binding [GO:0005524]; ATPase-coupled transmembrane transporter activity [GO:0042626]	AE004091;	AAG06830;		NP_252132.1;WP_003102311.1;
Q9HVY2	RL13_PSEAE	reviewed	50S ribosomal protein L13	rplM PA4433	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	142	PA4433		rplM		2 out of 5	negative regulation of translation [GO:0017148]; translation [GO:0006412]	cytosolic large ribosomal subunit [GO:0022625]; ribosome [GO:0005840]	mRNA binding [GO:0003729]; structural constituent of ribosome [GO:0003735]	GO:0003729; GO:0003735; GO:0005840; GO:0006412; GO:0017148; GO:0022625	cytosolic large ribosomal subunit [GO:0022625]; ribosome [GO:0005840]; mRNA binding [GO:0003729]; structural constituent of ribosome [GO:0003735]; negative regulation of translation [GO:0017148]; translation [GO:0006412]	AE004091;	AAG07821;		NP_253123.1;WP_003094164.1;
Q9I6J2	SPUC_PSEAE	reviewed	Putrescine--pyruvate aminotransferase (PATase) (EC 2.6.1.113) (Putrescine--pyruvate transaminase)	spuC PA0299	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	456	PA0299		spuC		4 out of 5	biotin biosynthetic process [GO:0009102]; gamma-aminobutyric acid metabolic process [GO:0009448]; putrescine catabolic process [GO:0009447]		4-aminobutyrate transaminase activity [GO:0003867]; adenosylmethionine-8-amino-7-oxononanoate transaminase activity [GO:0004015]; pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483]	GO:0003867; GO:0004015; GO:0008483; GO:0009102; GO:0009447; GO:0009448; GO:0030170	4-aminobutyrate transaminase activity [GO:0003867]; adenosylmethionine-8-amino-7-oxononanoate transaminase activity [GO:0004015]; pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483]; biotin biosynthetic process [GO:0009102]; gamma-aminobutyric acid metabolic process [GO:0009448]; putrescine catabolic process [GO:0009447]	AE004091;	AAG03688;		NP_248990.1;WP_003084297.1;
Q9I0N2	TUSC_PSEAE	reviewed	Protein TusC homolog	tusC PA2606	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	119	PA2606		tusC		1 out of 5		cytoplasm [GO:0005737]		GO:0005737	cytoplasm [GO:0005737]	AE004091;	AAG05994;		NP_251296.1;WP_003090389.1;
P07344	TRPA_PSEAE	reviewed	Tryptophan synthase alpha chain (EC 4.2.1.20)	trpA PA0035	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	268	PA0035		trpA		3 out of 5	tryptophan biosynthetic process [GO:0000162]	cytosol [GO:0005829]	tryptophan synthase activity [GO:0004834]	GO:0000162; GO:0004834; GO:0005829	cytosol [GO:0005829]; tryptophan synthase activity [GO:0004834]; tryptophan biosynthetic process [GO:0000162]	M15826;AE004091;	AAG03425;		NP_248725.1;WP_003115801.1;
Q9HXJ5	SYH_PSEAE	reviewed	Histidine--tRNA ligase (EC 6.1.1.21) (Histidyl-tRNA synthetase) (HisRS)	hisS PA3802	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	429	PA3802		hisS		2 out of 5	histidyl-tRNA aminoacylation [GO:0006427]	cytoplasm [GO:0005737]	ATP binding [GO:0005524]; histidine-tRNA ligase activity [GO:0004821]	GO:0004821; GO:0005524; GO:0005737; GO:0006427	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; histidine-tRNA ligase activity [GO:0004821]; histidyl-tRNA aminoacylation [GO:0006427]	AE004091;	AAG07189;		NP_252491.1;WP_003092797.1;
Q9I6Y4	ADE_PSEAE	reviewed	Adenine deaminase (ADE) (EC 3.5.4.2) (Adenine aminohydrolase) (AAH)	PA0148	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	316	PA0148				4 out of 5	adenine catabolic process [GO:0006146]; hypoxanthine salvage [GO:0043103]; nucleotide metabolic process [GO:0009117]		adenine deaminase activity [GO:0000034]; zinc ion binding [GO:0008270]	GO:0000034; GO:0006146; GO:0008270; GO:0009117; GO:0043103	adenine deaminase activity [GO:0000034]; zinc ion binding [GO:0008270]; adenine catabolic process [GO:0006146]; hypoxanthine salvage [GO:0043103]; nucleotide metabolic process [GO:0009117]	AE004091;	AAG03538;		NP_248838.1;WP_003112641.1;
Q9I6H0	APAH2_PSEAE	reviewed	Acetylpolyamine amidohydrolase 2 (APAH 2) (EC 3.5.1.-) (Acetylcadaverine deacetylase) (Acetylpolyamine deacetylase) (Acetylputrescine deacetylase) (EC 3.5.1.62)	aphB PA0321	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	344	PA0321		aphB		5 out of 5	polyamine metabolic process [GO:0006595]		acetylputrescine deacetylase activity [GO:0047609]; hydrolase activity [GO:0016787]; metal ion binding [GO:0046872]	GO:0006595; GO:0016787; GO:0046872; GO:0047609	acetylputrescine deacetylase activity [GO:0047609]; hydrolase activity [GO:0016787]; metal ion binding [GO:0046872]; polyamine metabolic process [GO:0006595]	AE004091;	AAG03710;		NP_249012.1;WP_003112950.1;
P23926	ANR_PSEAE	reviewed	Transcriptional activator protein anr	anr PA1544	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	244	PA1544		anr		4 out of 5	cellular response to decreased oxygen levels [GO:0036294]; cyanide biosynthetic process [GO:0046202]; negative regulation of phospholipase C activity [GO:1900275]; positive regulation of oxidoreductase activity [GO:0051353]; regulation of arginine catabolic process [GO:1900081]; regulation of transcription, DNA-templated [GO:0006355]; response to decreased oxygen levels [GO:0036293]	cytosol [GO:0005829]	DNA-binding transcription factor activity [GO:0003700]; transcription regulatory region sequence-specific DNA binding [GO:0000976]	GO:0000976; GO:0003700; GO:0005829; GO:0006355; GO:0036293; GO:0036294; GO:0046202; GO:0051353; GO:1900081; GO:1900275	cytosol [GO:0005829]; DNA-binding transcription factor activity [GO:0003700]; transcription regulatory region sequence-specific DNA binding [GO:0000976]; cellular response to decreased oxygen levels [GO:0036294]; cyanide biosynthetic process [GO:0046202]; negative regulation of phospholipase C activity [GO:1900275]; positive regulation of oxidoreductase activity [GO:0051353]; regulation of arginine catabolic process [GO:1900081]; regulation of transcription, DNA-templated [GO:0006355]; response to decreased oxygen levels [GO:0036293]	X58405;X57736;M98276;AE004091;	AAG04933;		NP_250235.1;WP_003087262.1;
Q9I466	COBP_PSEAE	reviewed	Bifunctional adenosylcobalamin biosynthesis protein CobP (Adenosylcobinamide kinase) (EC 2.7.1.156) (Adenosylcobinamide-phosphate guanylyltransferase) (EC 2.7.7.62)	cobP PA1278	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	173	PA1278		cobP		4 out of 5	cobalamin biosynthetic process [GO:0009236]		adenosylcobinamide kinase (ATP-specific) activity [GO:0036429]; adenosylcobinamide kinase (GTP-specific) activity [GO:0036428]; ATP binding [GO:0005524]; cobinamide phosphate guanylyltransferase activity [GO:0008820]; GTP binding [GO:0005525]	GO:0005524; GO:0005525; GO:0008820; GO:0009236; GO:0036428; GO:0036429	adenosylcobinamide kinase (ATP-specific) activity [GO:0036429]; adenosylcobinamide kinase (GTP-specific) activity [GO:0036428]; ATP binding [GO:0005524]; cobinamide phosphate guanylyltransferase activity [GO:0008820]; GTP binding [GO:0005525]; cobalamin biosynthetic process [GO:0009236]	AE004091;	AAG04667;		NP_249969.1;WP_003082599.1;
