Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Gene names  (ordered locus )	Gene names  (ORF )	Gene names  (primary )	Gene names  (synonym )	Annotation	Gene ontology (biological process)	Gene ontology (cellular component)	Gene ontology (molecular function)	Gene ontology IDs	Gene ontology (GO)	Cross-reference (EMBL)	EnsemblBacteria transcript	Ensembl transcript	Cross-reference (RefSeq)
Q9JS04	HSCA_NEIMB	reviewed	Chaperone protein HscA homolog	hscA NMB1169; NMB1131	Neisseria meningitidis serogroup B (strain MC58)	620	NMB1169; NMB1131	; 	hscA; 	; 	2 out of 5	iron-sulfur cluster assembly [GO:0016226]; protein folding [GO:0006457]	cytosol [GO:0005829]	ATPase activity [GO:0016887]; ATP binding [GO:0005524]; unfolded protein binding [GO:0051082]	GO:0005524; GO:0005829; GO:0006457; GO:0016226; GO:0016887; GO:0051082	cytosol [GO:0005829]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; unfolded protein binding [GO:0051082]; iron-sulfur cluster assembly [GO:0016226]; protein folding [GO:0006457]	AE002098;AE002098;	AAF41519;AAF41554;		NP_274160.1;NP_274196.1;WP_002244129.1;
P65138	IF3_NEIMB	reviewed	Translation initiation factor IF-3	infC NMB0721	Neisseria meningitidis serogroup B (strain MC58)	173	NMB0721		infC		2 out of 5	ribosome disassembly [GO:0032790]	cytosol [GO:0005829]	ribosome binding [GO:0043022]; translation initiation factor activity [GO:0003743]	GO:0003743; GO:0005829; GO:0032790; GO:0043022	cytosol [GO:0005829]; ribosome binding [GO:0043022]; translation initiation factor activity [GO:0003743]; ribosome disassembly [GO:0032790]	AE002098;	AAF41134;		NP_273763.1;
Q9K0D6	KDSB_NEIMB	reviewed	3-deoxy-manno-octulosonate cytidylyltransferase (EC 2.7.7.38) (CMP-2-keto-3-deoxyoctulosonic acid synthase) (CKS) (CMP-KDO synthase)	kdsB NMB0675	Neisseria meningitidis serogroup B (strain MC58)	253	NMB0675		kdsB		2 out of 5	CMP-keto-3-deoxy-D-manno-octulosonic acid biosynthetic process [GO:0033468]; lipopolysaccharide biosynthetic process [GO:0009103]	cytosol [GO:0005829]	3-deoxy-manno-octulosonate cytidylyltransferase activity [GO:0008690]	GO:0005829; GO:0008690; GO:0009103; GO:0033468	cytosol [GO:0005829]; 3-deoxy-manno-octulosonate cytidylyltransferase activity [GO:0008690]; CMP-keto-3-deoxy-D-manno-octulosonic acid biosynthetic process [GO:0033468]; lipopolysaccharide biosynthetic process [GO:0009103]	AE002098;	AAF41093;		NP_273717.1;WP_002225504.1;
Q9K1H5	DADA_NEIMB	reviewed	D-amino acid dehydrogenase (EC 1.4.99.-)	dadA NMB0176	Neisseria meningitidis serogroup B (strain MC58)	418	NMB0176		dadA		2 out of 5	D-alanine catabolic process [GO:0055130]	cytoplasm [GO:0005737]; plasma membrane [GO:0005886]	D-amino-acid dehydrogenase activity [GO:0008718]; oxidoreductase activity [GO:0016491]	GO:0005737; GO:0005886; GO:0008718; GO:0016491; GO:0055130	cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; D-amino-acid dehydrogenase activity [GO:0008718]; oxidoreductase activity [GO:0016491]; D-alanine catabolic process [GO:0055130]	AE002098;	AAF40633;		NP_273234.1;WP_002224779.1;
P64131	FISL_NEIMB	reviewed	Putative Fis-like DNA-binding protein	NMB1420	Neisseria meningitidis serogroup B (strain MC58)	79	NMB1420				1 out of 5	chromatin organization involved in regulation of transcription [GO:0034401]		sequence-specific DNA binding [GO:0043565]	GO:0034401; GO:0043565	sequence-specific DNA binding [GO:0043565]; chromatin organization involved in regulation of transcription [GO:0034401]	AE002098;	AAF41781;		NP_274432.1;WP_002213092.1;
Q9JXG9	GCH1L_NEIMB	reviewed	GTP cyclohydrolase 1 type 2 homolog	NMB2054	Neisseria meningitidis serogroup B (strain MC58)	249	NMB2054				2 out of 5		cytoplasm [GO:0005737]	metal ion binding [GO:0046872]	GO:0005737; GO:0046872	cytoplasm [GO:0005737]; metal ion binding [GO:0046872]	AE002098;	AAF42374;		NP_275044.1;WP_002225699.1;
P57029	DNAG_NEIMB	reviewed	DNA primase (EC 2.7.7.101)	dnaG NMB1537	Neisseria meningitidis serogroup B (strain MC58)	590	NMB1537		dnaG		3 out of 5	DNA replication, synthesis of RNA primer [GO:0006269]	cytoplasm [GO:0005737]; primosome complex [GO:1990077]	DNA binding [GO:0003677]; DNA primase activity [GO:0003896]; zinc ion binding [GO:0008270]	GO:0003677; GO:0003896; GO:0005737; GO:0006269; GO:0008270; GO:1990077	cytoplasm [GO:0005737]; primosome complex [GO:1990077]; DNA binding [GO:0003677]; DNA primase activity [GO:0003896]; zinc ion binding [GO:0008270]; DNA replication, synthesis of RNA primer [GO:0006269]	AE002098;	AAF41892;		NP_274544.1;WP_002225052.1;
Q9JZY1	DER_NEIMB	reviewed	GTPase Der (GTP-binding protein EngA)	der engA NMB0852	Neisseria meningitidis serogroup B (strain MC58)	485	NMB0852		der	engA	3 out of 5	ribosomal large subunit assembly [GO:0000027]		GTP binding [GO:0005525]; ribosome binding [GO:0043022]	GO:0000027; GO:0005525; GO:0043022	GTP binding [GO:0005525]; ribosome binding [GO:0043022]; ribosomal large subunit assembly [GO:0000027]	AE002098;	AAF41263;		NP_273893.1;WP_002225394.1;
Q9JXS7	DNAA_NEIMB	reviewed	Chromosomal replication initiator protein DnaA	dnaA NMB1903	Neisseria meningitidis serogroup B (strain MC58)	518	NMB1903		dnaA		2 out of 5	DNA replication [GO:0006260]; DNA replication initiation [GO:0006270]; regulation of DNA replication [GO:0006275]	cytoplasm [GO:0005737]; plasma membrane [GO:0005886]	ATP binding [GO:0005524]; DNA replication origin binding [GO:0003688]	GO:0003688; GO:0005524; GO:0005737; GO:0005886; GO:0006260; GO:0006270; GO:0006275	cytoplasm [GO:0005737]; plasma membrane [GO:0005886]; ATP binding [GO:0005524]; DNA replication origin binding [GO:0003688]; DNA replication [GO:0006260]; DNA replication initiation [GO:0006270]; regulation of DNA replication [GO:0006275]	AE002098;	AAF42233;		NP_274897.1;WP_002223060.1;
P55044	FPG_NEIMB	reviewed	Formamidopyrimidine-DNA glycosylase (Fapy-DNA glycosylase) (EC 3.2.2.23) (DNA-(apurinic or apyrimidinic site) lyase MutM) (AP lyase MutM) (EC 4.2.99.18)	mutM fpg NMB1295	Neisseria meningitidis serogroup B (strain MC58)	275	NMB1295		mutM	fpg	4 out of 5	base-excision repair [GO:0006284]; base-excision repair, AP site formation [GO:0006285]		8-oxo-7,8-dihydroguanine DNA N-glycosylase activity [GO:0034039]; class I DNA-(apurinic or apyrimidinic site) endonuclease activity [GO:0140078]; damaged DNA binding [GO:0003684]; DNA-(apurinic or apyrimidinic site) endonuclease activity [GO:0003906]; DNA N-glycosylase activity [GO:0019104]; zinc ion binding [GO:0008270]	GO:0003684; GO:0003906; GO:0006284; GO:0006285; GO:0008270; GO:0019104; GO:0034039; GO:0140078	8-oxo-7,8-dihydroguanine DNA N-glycosylase activity [GO:0034039]; class I DNA-(apurinic or apyrimidinic site) endonuclease activity [GO:0140078]; damaged DNA binding [GO:0003684]; DNA N-glycosylase activity [GO:0019104]; DNA-(apurinic or apyrimidinic site) endonuclease activity [GO:0003906]; zinc ion binding [GO:0008270]; base-excision repair [GO:0006284]; base-excision repair, AP site formation [GO:0006285]	U21808;AE002098;	AAF41671;		NP_274315.1;WP_002225172.1;
Q9JYX3	G6PI1_NEIMB	reviewed	Glucose-6-phosphate isomerase 1 (GPI 1) (EC 5.3.1.9) (Phosphoglucose isomerase 1) (PGI 1) (Phosphohexose isomerase 1) (PHI 1)	pgi1 NMB1388	Neisseria meningitidis serogroup B (strain MC58)	548	NMB1388		pgi1		3 out of 5	gluconeogenesis [GO:0006094]; glucose 6-phosphate metabolic process [GO:0051156]; glycolytic process [GO:0006096]	cytosol [GO:0005829]	glucose-6-phosphate isomerase activity [GO:0004347]; monosaccharide binding [GO:0048029]	GO:0004347; GO:0005829; GO:0006094; GO:0006096; GO:0048029; GO:0051156	cytosol [GO:0005829]; glucose-6-phosphate isomerase activity [GO:0004347]; monosaccharide binding [GO:0048029]; gluconeogenesis [GO:0006094]; glucose 6-phosphate metabolic process [GO:0051156]; glycolytic process [GO:0006096]	AE002098;	AAF41752;		NP_274402.1;WP_002225136.1;
P0C277	FOLD_NEIMB	reviewed	Bifunctional protein FolD [Includes: Methylenetetrahydrofolate dehydrogenase (EC 1.5.1.5); Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)]	folD NMB2077	Neisseria meningitidis serogroup B (strain MC58)	284	NMB2077		folD		3 out of 5	histidine biosynthetic process [GO:0000105]; methionine biosynthetic process [GO:0009086]; purine nucleotide biosynthetic process [GO:0006164]; tetrahydrofolate interconversion [GO:0035999]	cytosol [GO:0005829]	methenyltetrahydrofolate cyclohydrolase activity [GO:0004477]; methylenetetrahydrofolate dehydrogenase (NADP+) activity [GO:0004488]	GO:0000105; GO:0004477; GO:0004488; GO:0005829; GO:0006164; GO:0009086; GO:0035999	cytosol [GO:0005829]; methenyltetrahydrofolate cyclohydrolase activity [GO:0004477]; methylenetetrahydrofolate dehydrogenase (NADP+) activity [GO:0004488]; histidine biosynthetic process [GO:0000105]; methionine biosynthetic process [GO:0009086]; purine nucleotide biosynthetic process [GO:0006164]; tetrahydrofolate interconversion [GO:0035999]				
Q9K1F0	BAME_NEIMB	reviewed	Outer membrane protein assembly factor BamE	bamE NMB0204	Neisseria meningitidis serogroup B (strain MC58)	125	NMB0204		bamE		2 out of 5	Gram-negative-bacterium-type cell outer membrane assembly [GO:0043165]; protein insertion into membrane [GO:0051205]	Bam protein complex [GO:1990063]	protein-macromolecule adaptor activity [GO:0030674]	GO:0030674; GO:0043165; GO:0051205; GO:1990063	Bam protein complex [GO:1990063]; protein-macromolecule adaptor activity [GO:0030674]; Gram-negative-bacterium-type cell outer membrane assembly [GO:0043165]; protein insertion into membrane [GO:0051205]	AE002098;	AAF40661;		NP_273262.1;WP_002218608.1;
P65235	KPRS_NEIMB	reviewed	Ribose-phosphate pyrophosphokinase (RPPK) (EC 2.7.6.1) (5-phospho-D-ribosyl alpha-1-diphosphate) (Phosphoribosyl diphosphate synthase) (Phosphoribosyl pyrophosphate synthase) (P-Rib-PP synthase) (PRPP synthase) (PRPPase)	prs prsA NMB0875	Neisseria meningitidis serogroup B (strain MC58)	327	NMB0875		prs	prsA	4 out of 5	5-phosphoribose 1-diphosphate biosynthetic process [GO:0006015]; nucleoside metabolic process [GO:0009116]; purine nucleotide biosynthetic process [GO:0006164]; ribonucleoside monophosphate biosynthetic process [GO:0009156]	cytoplasm [GO:0005737]; ribose phosphate diphosphokinase complex [GO:0002189]	ATP binding [GO:0005524]; kinase activity [GO:0016301]; magnesium ion binding [GO:0000287]; ribose phosphate diphosphokinase activity [GO:0004749]	GO:0000287; GO:0002189; GO:0004749; GO:0005524; GO:0005737; GO:0006015; GO:0006164; GO:0009116; GO:0009156; GO:0016301	cytoplasm [GO:0005737]; ribose phosphate diphosphokinase complex [GO:0002189]; ATP binding [GO:0005524]; kinase activity [GO:0016301]; magnesium ion binding [GO:0000287]; ribose phosphate diphosphokinase activity [GO:0004749]; 5-phosphoribose 1-diphosphate biosynthetic process [GO:0006015]; nucleoside metabolic process [GO:0009116]; purine nucleotide biosynthetic process [GO:0006164]; ribonucleoside monophosphate biosynthetic process [GO:0009156]	AE002098;	AAF41286;		NP_273916.1;WP_002213870.1;
Q9K151	FABI_NEIMB	reviewed	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI (ENR) (EC 1.3.1.9) (NADH-dependent enoyl-ACP reductase)	fabI NMB0336	Neisseria meningitidis serogroup B (strain MC58)	261	NMB0336		fabI		3 out of 5	fatty acid elongation [GO:0030497]		enoyl-[acyl-carrier-protein] reductase (NADH) activity [GO:0004318]; enoyl-[acyl-carrier-protein] reductase activity [GO:0016631]; identical protein binding [GO:0042802]	GO:0004318; GO:0016631; GO:0030497; GO:0042802	enoyl-[acyl-carrier-protein] reductase (NADH) activity [GO:0004318]; enoyl-[acyl-carrier-protein] reductase activity [GO:0016631]; identical protein binding [GO:0042802]; fatty acid elongation [GO:0030497]	AE002098;	AAF40779;		NP_273385.1;WP_002223367.1;
Q9JZH1	F16PA_NEIMB	reviewed	Fructose-1,6-bisphosphatase class 1 (FBPase class 1) (EC 3.1.3.11) (D-fructose-1,6-bisphosphate 1-phosphohydrolase class 1)	fbp NMB1060	Neisseria meningitidis serogroup B (strain MC58)	324	NMB1060		fbp		3 out of 5	fructose 1,6-bisphosphate metabolic process [GO:0030388]; fructose 6-phosphate metabolic process [GO:0006002]; fructose metabolic process [GO:0006000]; gluconeogenesis [GO:0006094]; sucrose biosynthetic process [GO:0005986]	cytoplasm [GO:0005737]; cytosol [GO:0005829]	fructose 1,6-bisphosphate 1-phosphatase activity [GO:0042132]; magnesium ion binding [GO:0000287]	GO:0000287; GO:0005737; GO:0005829; GO:0005986; GO:0006000; GO:0006002; GO:0006094; GO:0030388; GO:0042132	cytoplasm [GO:0005737]; cytosol [GO:0005829]; fructose 1,6-bisphosphate 1-phosphatase activity [GO:0042132]; magnesium ion binding [GO:0000287]; fructose 1,6-bisphosphate metabolic process [GO:0030388]; fructose 6-phosphate metabolic process [GO:0006002]; fructose metabolic process [GO:0006000]; gluconeogenesis [GO:0006094]; sucrose biosynthetic process [GO:0005986]	AE002098;	AAF41456;		NP_274093.1;WP_002244111.1;
P05431	FMM1_NEIMB	reviewed	Fimbrial protein (Pilin)	pilE NMB0018	Neisseria meningitidis serogroup B (strain MC58)	170	NMB0018		pilE		5 out of 5	cell adhesion [GO:0007155]	integral component of membrane [GO:0016021]; pilus [GO:0009289]		GO:0007155; GO:0009289; GO:0016021	integral component of membrane [GO:0016021]; pilus [GO:0009289]; cell adhesion [GO:0007155]	X07731;AE002098;	AAF40497;		NP_273084.1;WP_010980743.1;
Q9JYZ9	GATA_NEIMB	reviewed	Glutamyl-tRNA(Gln) amidotransferase subunit A (Glu-ADT subunit A) (EC 6.3.5.7)	gatA NMB1356	Neisseria meningitidis serogroup B (strain MC58)	481	NMB1356		gatA		2 out of 5	translation [GO:0006412]	glutamyl-tRNA(Gln) amidotransferase complex [GO:0030956]	ATP binding [GO:0005524]; glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity [GO:0050567]; hydrolase activity [GO:0016787]	GO:0005524; GO:0006412; GO:0016787; GO:0030956; GO:0050567	glutamyl-tRNA(Gln) amidotransferase complex [GO:0030956]; ATP binding [GO:0005524]; glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity [GO:0050567]; hydrolase activity [GO:0016787]; translation [GO:0006412]	AE002098;	AAF41730;		NP_274374.1;WP_002225150.1;
Q9K0K9	FRPA_NEIMB	reviewed	Iron-regulated protein FrpA	frpA NMB0585	Neisseria meningitidis serogroup B (strain MC58)	1302	NMB0585		frpA		2 out of 5	pathogenesis [GO:0009405]	cell outer membrane [GO:0009279]; extracellular region [GO:0005576]	calcium ion binding [GO:0005509]; toxin activity [GO:0090729]	GO:0005509; GO:0005576; GO:0009279; GO:0009405; GO:0090729	cell outer membrane [GO:0009279]; extracellular region [GO:0005576]; calcium ion binding [GO:0005509]; toxin activity [GO:0090729]; pathogenesis [GO:0009405]	AE002098;	AAF41013;		NP_273629.1;WP_010980816.1;
Q9K0L7	GCSH_NEIMB	reviewed	Glycine cleavage system H protein	gcvH NMB0575	Neisseria meningitidis serogroup B (strain MC58)	128	NMB0575		gcvH		2 out of 5	glycine decarboxylation via glycine cleavage system [GO:0019464]; protein lipoylation [GO:0009249]	cytoplasm [GO:0005737]; cytosol [GO:0005829]; glycine cleavage complex [GO:0005960]		GO:0005737; GO:0005829; GO:0005960; GO:0009249; GO:0019464	cytoplasm [GO:0005737]; cytosol [GO:0005829]; glycine cleavage complex [GO:0005960]; glycine decarboxylation via glycine cleavage system [GO:0019464]; protein lipoylation [GO:0009249]	AE002098;	AAF41003;		NP_273619.1;
Q9JXK4	GLO2_NEIMB	reviewed	Hydroxyacylglutathione hydrolase (EC 3.1.2.6) (Glyoxalase II) (Glx II)	gloB NMB1997	Neisseria meningitidis serogroup B (strain MC58)	252	NMB1997		gloB		3 out of 5	methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione [GO:0019243]		hydroxyacylglutathione hydrolase activity [GO:0004416]; metal ion binding [GO:0046872]	GO:0004416; GO:0019243; GO:0046872	hydroxyacylglutathione hydrolase activity [GO:0004416]; metal ion binding [GO:0046872]; methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione [GO:0019243]	AE002098;	AAF42324;		NP_274989.1;WP_002219913.1;
Q9K0D7	LPXK_NEIMB	reviewed	Tetraacyldisaccharide 4'-kinase (EC 2.7.1.130) (Lipid A 4'-kinase)	lpxK NMB0672	Neisseria meningitidis serogroup B (strain MC58)	344	NMB0672		lpxK		3 out of 5	lipid A biosynthetic process [GO:0009245]; lipopolysaccharide core region biosynthetic process [GO:0009244]	plasma membrane [GO:0005886]	ATP binding [GO:0005524]; tetraacyldisaccharide 4'-kinase activity [GO:0009029]	GO:0005524; GO:0005886; GO:0009029; GO:0009244; GO:0009245	plasma membrane [GO:0005886]; ATP binding [GO:0005524]; tetraacyldisaccharide 4'-kinase activity [GO:0009029]; lipid A biosynthetic process [GO:0009245]; lipopolysaccharide core region biosynthetic process [GO:0009244]	AE002098;	AAF41090;		NP_273714.1;WP_002217704.1;
Q9JY89	GLMM_NEIMB	reviewed	Phosphoglucosamine mutase (EC 5.4.2.10)	glmM NMB1690	Neisseria meningitidis serogroup B (strain MC58)	444	NMB1690		glmM		3 out of 5	carbohydrate metabolic process [GO:0005975]; peptidoglycan biosynthetic process [GO:0009252]; UDP-N-acetylglucosamine biosynthetic process [GO:0006048]	cytosol [GO:0005829]	magnesium ion binding [GO:0000287]; phosphoglucosamine mutase activity [GO:0008966]; phosphomannomutase activity [GO:0004615]	GO:0000287; GO:0004615; GO:0005829; GO:0005975; GO:0006048; GO:0008966; GO:0009252	cytosol [GO:0005829]; magnesium ion binding [GO:0000287]; phosphoglucosamine mutase activity [GO:0008966]; phosphomannomutase activity [GO:0004615]; carbohydrate metabolic process [GO:0005975]; peptidoglycan biosynthetic process [GO:0009252]; UDP-N-acetylglucosamine biosynthetic process [GO:0006048]	AE002098;	AAF42038;		NP_274694.1;WP_002224978.1;
Q9K1G6	ISPT_NEIMB	reviewed	Isoprenyl transferase (EC 2.5.1.-)	uppS NMB0186	Neisseria meningitidis serogroup B (strain MC58)	248	NMB0186		uppS		3 out of 5	polyprenol biosynthetic process [GO:0016094]	cytosol [GO:0005829]	di-trans,poly-cis-decaprenylcistransferase activity [GO:0008834]; magnesium ion binding [GO:0000287]; manganese ion binding [GO:0030145]; polyprenyltransferase activity [GO:0002094]	GO:0000287; GO:0002094; GO:0005829; GO:0008834; GO:0016094; GO:0030145	cytosol [GO:0005829]; di-trans,poly-cis-decaprenylcistransferase activity [GO:0008834]; magnesium ion binding [GO:0000287]; manganese ion binding [GO:0030145]; polyprenyltransferase activity [GO:0002094]; polyprenol biosynthetic process [GO:0016094]	AE002098;	AAF40643;		NP_273244.1;WP_002218592.1;
Q05014	LPB1_NEIMB	reviewed	Capsule polysaccharide modification protein LipB	lipB NMB0083	Neisseria meningitidis serogroup B (strain MC58)	419	NMB0083		lipB		2 out of 5	polysaccharide biosynthetic process [GO:0000271]; polysaccharide transport [GO:0015774]	plasma membrane [GO:0005886]		GO:0000271; GO:0005886; GO:0015774	plasma membrane [GO:0005886]; polysaccharide biosynthetic process [GO:0000271]; polysaccharide transport [GO:0015774]	AE002098;	AAF40547;		NP_273146.1;WP_002223278.1;
Q9JXY2	FTHS_NEIMB	reviewed	Formate--tetrahydrofolate ligase (EC 6.3.4.3) (Formyltetrahydrofolate synthetase) (FHS) (FTHFS)	fhs NMB1839	Neisseria meningitidis serogroup B (strain MC58)	558	NMB1839		fhs		2 out of 5	tetrahydrofolate interconversion [GO:0035999]		ATP binding [GO:0005524]; formate-tetrahydrofolate ligase activity [GO:0004329]	GO:0004329; GO:0005524; GO:0035999	ATP binding [GO:0005524]; formate-tetrahydrofolate ligase activity [GO:0004329]; tetrahydrofolate interconversion [GO:0035999]	AE002098;	AAF42174;		NP_274836.1;WP_002225668.1;
Q9JZW4	ISPE_NEIMB	reviewed	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (CMK) (EC 2.7.1.148) (4-(cytidine-5'-diphospho)-2-C-methyl-D-erythritol kinase)	ispE NMB0874	Neisseria meningitidis serogroup B (strain MC58)	281	NMB0874		ispE		3 out of 5	isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway [GO:0019288]; terpenoid biosynthetic process [GO:0016114]		4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity [GO:0050515]; ATP binding [GO:0005524]	GO:0005524; GO:0016114; GO:0019288; GO:0050515	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity [GO:0050515]; ATP binding [GO:0005524]; isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway [GO:0019288]; terpenoid biosynthetic process [GO:0016114]	AE002098;	AAF41285;		NP_273915.1;WP_002222667.1;
Q9K0G6	IXTPA_NEIMB	reviewed	dITP/XTP pyrophosphatase (EC 3.6.1.66) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase)	NMB0639	Neisseria meningitidis serogroup B (strain MC58)	199	NMB0639				4 out of 5	nucleoside triphosphate catabolic process [GO:0009143]; nucleotide metabolic process [GO:0009117]; purine nucleoside triphosphate catabolic process [GO:0009146]	cytoplasm [GO:0005737]; cytosol [GO:0005829]	dITP diphosphatase activity [GO:0035870]; ITP diphosphatase activity [GO:0036220]; metal ion binding [GO:0046872]; nucleoside-triphosphatase activity [GO:0017111]; nucleoside-triphosphate diphosphatase activity [GO:0047429]; nucleotide binding [GO:0000166]; XTP diphosphatase activity [GO:0036222]	GO:0000166; GO:0005737; GO:0005829; GO:0009117; GO:0009143; GO:0009146; GO:0017111; GO:0035870; GO:0036220; GO:0036222; GO:0046872; GO:0047429	cytoplasm [GO:0005737]; cytosol [GO:0005829]; dITP diphosphatase activity [GO:0035870]; ITP diphosphatase activity [GO:0036220]; metal ion binding [GO:0046872]; nucleoside-triphosphatase activity [GO:0017111]; nucleoside-triphosphate diphosphatase activity [GO:0047429]; nucleotide binding [GO:0000166]; XTP diphosphatase activity [GO:0036222]; nucleoside triphosphate catabolic process [GO:0009143]; nucleotide metabolic process [GO:0009117]; purine nucleoside triphosphate catabolic process [GO:0009146]	AE002098;	AAF41062;		NP_273682.1;WP_002222823.1;
Q51117	LGTE_NEIMB	reviewed	Lacto-N-neotetraose biosynthesis glycosyltransferase LgtE (EC 2.-.-.-)	lgtE NMB1926	Neisseria meningitidis serogroup B (strain MC58)	280	NMB1926		lgtE		2 out of 5	lipopolysaccharide biosynthetic process [GO:0009103]		transferase activity, transferring glycosyl groups [GO:0016757]	GO:0009103; GO:0016757	transferase activity, transferring glycosyl groups [GO:0016757]; lipopolysaccharide biosynthetic process [GO:0009103]	U25839;AE002098;	AAF42255;		NP_274920.1;WP_002225823.1;
Q9K168	DYR_NEIMB	reviewed	Dihydrofolate reductase (EC 1.5.1.3)	folA NMB0308	Neisseria meningitidis serogroup B (strain MC58)	162	NMB0308		folA		3 out of 5	dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; glycine biosynthetic process [GO:0006545]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate biosynthetic process [GO:0046654]	cytosol [GO:0005829]	dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]	GO:0004146; GO:0005829; GO:0006545; GO:0006730; GO:0046452; GO:0046654; GO:0046655; GO:0050661	cytosol [GO:0005829]; dihydrofolate reductase activity [GO:0004146]; NADP binding [GO:0050661]; dihydrofolate metabolic process [GO:0046452]; folic acid metabolic process [GO:0046655]; glycine biosynthetic process [GO:0006545]; one-carbon metabolic process [GO:0006730]; tetrahydrofolate biosynthetic process [GO:0046654]	AE002098;	AAF40754;		NP_273358.1;WP_002218701.1;
P32016	CTRD_NEIMB	reviewed	Capsule polysaccharide export ATP-binding protein CtrD (EC 7.6.2.12) (Capsular-polysaccharide-transporting ATPase)	ctrD NMB0074	Neisseria meningitidis serogroup B (strain MC58)	216	NMB0074		ctrD		3 out of 5		plasma membrane [GO:0005886]	ABC-type capsular-polysaccharide transporter activity [GO:0015436]; ATP binding [GO:0005524]	GO:0005524; GO:0005886; GO:0015436	plasma membrane [GO:0005886]; ABC-type capsular-polysaccharide transporter activity [GO:0015436]; ATP binding [GO:0005524]	M57677;AE002098;	AAF40541;		NP_273138.1;WP_002224750.1;
P56977	CYAY_NEIMB	reviewed	Iron-sulfur cluster assembly protein CyaY	cyaY NMB1978	Neisseria meningitidis serogroup B (strain MC58)	107	NMB1978		cyaY		2 out of 5	iron-sulfur cluster assembly [GO:0016226]		ferric iron binding [GO:0008199]	GO:0008199; GO:0016226	ferric iron binding [GO:0008199]; iron-sulfur cluster assembly [GO:0016226]	AE002098;	AAF42306;		NP_274971.1;WP_002225851.1;
P63969	DNAJ_NEIMB	reviewed	Chaperone protein DnaJ	dnaJ NMB0059	Neisseria meningitidis serogroup B (strain MC58)	373	NMB0059		dnaJ		3 out of 5	chaperone cofactor-dependent protein refolding [GO:0051085]; DNA replication [GO:0006260]; protein refolding [GO:0042026]; response to heat [GO:0009408]	cytoplasm [GO:0005737]	ATP binding [GO:0005524]; heat shock protein binding [GO:0031072]; unfolded protein binding [GO:0051082]; zinc ion binding [GO:0008270]	GO:0005524; GO:0005737; GO:0006260; GO:0008270; GO:0009408; GO:0031072; GO:0042026; GO:0051082; GO:0051085	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; heat shock protein binding [GO:0031072]; unfolded protein binding [GO:0051082]; zinc ion binding [GO:0008270]; chaperone cofactor-dependent protein refolding [GO:0051085]; DNA replication [GO:0006260]; protein refolding [GO:0042026]; response to heat [GO:0009408]	AE002098;	AAF40528;		NP_273124.1;WP_002215274.1;
Q9JYS8	DPO4_NEIMB	reviewed	DNA polymerase IV (Pol IV) (EC 2.7.7.7)	dinB NMB1448	Neisseria meningitidis serogroup B (strain MC58)	318	NMB1448		dinB		3 out of 5	DNA-dependent DNA replication [GO:0006261]; error-prone translesion synthesis [GO:0042276]; SOS response [GO:0009432]	cytoplasm [GO:0005737]	damaged DNA binding [GO:0003684]; DNA-directed DNA polymerase activity [GO:0003887]; magnesium ion binding [GO:0000287]	GO:0000287; GO:0003684; GO:0003887; GO:0005737; GO:0006261; GO:0009432; GO:0042276	cytoplasm [GO:0005737]; damaged DNA binding [GO:0003684]; DNA-directed DNA polymerase activity [GO:0003887]; magnesium ion binding [GO:0000287]; DNA-dependent DNA replication [GO:0006261]; error-prone translesion synthesis [GO:0042276]; SOS response [GO:0009432]	AE002098;	AAF41808;		NP_274460.1;
Q9JXU9	ARGA_NEIMB	reviewed	Amino-acid acetyltransferase (EC 2.3.1.1) (N-acetylglutamate synthase) (AGS) (NAGS)	argA NMB1876	Neisseria meningitidis serogroup B (strain MC58)	436	NMB1876		argA		2 out of 5	arginine biosynthetic process [GO:0006526]	cytoplasm [GO:0005737]	acetyl-CoA:L-glutamate N-acetyltransferase activity [GO:0004042]; methione N-acyltransferase activity [GO:0103045]	GO:0004042; GO:0005737; GO:0006526; GO:0103045	cytoplasm [GO:0005737]; acetyl-CoA:L-glutamate N-acetyltransferase activity [GO:0004042]; methione N-acyltransferase activity [GO:0103045]; arginine biosynthetic process [GO:0006526]	AE002098;	AAF42210;		NP_274872.1;WP_002217983.1;
